ID,POS,Name,ORG,Lev,Age,T,OVR,POT,LEA,AD,WE,INT,Prone,STU,CON,PBABIP,HRR,STU vL,CON vL,PBABIP vL,HRR vL,STU vR,CON vR,PBABIP vR,HRR vR,STU P,CON P,PBABIP P,HRR P,PIT,STM,HLD,BF,1B,2B,3B,HR,BB,IBB,K,HP,SF,CI,SB,CS
31056,RP,WARNER HAYNES,-,-,24,R,53,59,L,N,N,H,Fragile,55,50,50,45,55,50,50,45,55,50,50,45,70,50,50,45,3,55,50,0,0,0,0,0,0,0,0,0,0,0,0,0
29842,SP,JAMES HOPKINS,BOS,AAA,26,R,53,53,N,L,N,N,Fragile,45,50,45,55,40,50,40,50,45,50,50,55,50,50,45,55,4,50,35,0,0,0,0,0,0,0,0,0,0,0,0,0
39877,SP,DERRICK HUNT,MON,A+,24,R,53,53,N,L,L,N,Normal,40,55,45,50,40,55,45,50,40,55,45,50,45,55,45,50,6,55,40,0,0,0,0,0,0,0,0,0,0,0,0,0
39725,SP,NICK KLERK,KCM,A-,22,R,53,55,N,H,H,L,Normal,45,45,45,50,45,45,45,50,45,45,45,50,50,50,45,55,5,60,30,0,0,0,0,0,0,0,0,0,0,0,0,0
27326,RP,GEORGE LAHR,CLE,AA,28,R,53,54,N,N,H,N,Normal,60,55,50,45,55,50,45,45,65,55,50,45,65,55,50,45,2,40,65,0,0,0,0,0,0,0,0,0,0,0,0,0
30959,CL,EFREN LIZARDE,DET,AAA,27,L,53,59,H,N,H,N,Normal,50,55,50,50,65,60,55,65,45,55,45,45,75,55,50,50,2,25,60,0,0,0,0,0,0,0,0,0,0,0,0,0
38392,RP,DAN LOPER,CLE,AA,25,L,53,53,N,N,N,N,Fragile,70,45,45,50,80,45,50,55,65,40,45,50,70,45,45,50,3,25,80,0,0,0,0,0,0,0,0,0,0,0,0,0
29453,SP,ZHUOXIANG MA,FLA,AAA,23,R,53,80,N,L,N,N,Durable,50,45,50,50,50,45,55,50,50,45,50,50,70,70,50,75,4,50,35,0,0,0,0,0,0,0,0,0,0,0,0,0
36723,RP,BARJINDER MASALA,ATL,MLB,25,R,53,53,N,H,N,L,Fragile,55,45,50,55,50,45,45,50,55,45,55,55,55,45,50,55,2,30,35,72,10,2,0,2,11,0,15,0,0,0,3,0
37903,RP,SAMORA MOKATE,DET,AAA,24,R,53,71,N,L,N,N,Normal,50,50,50,50,45,50,45,50,55,50,50,55,60,50,50,55,2,25,55,0,0,0,0,0,0,0,0,0,0,0,0,0
34765,SP,STEFANO MONTAS,NYY,AA,27,R,53,53,H,N,H,N,Durable,50,55,50,45,50,55,50,45,50,55,50,50,50,55,50,50,3,30,40,0,0,0,0,0,0,0,0,0,0,0,0,0
39671,SP,BENJAMIN MULLENBACH,OAK,R+,23,R,53,72,N,N,H,N,Fragile,45,50,45,50,45,50,45,50,45,50,50,55,50,50,45,55,4,70,35,0,0,0,0,0,0,0,0,0,0,0,0,0
28219,SP,RICHARD NANCE,BAL,AAA,23,R,53,68,N,N,N,N,Durable,50,50,50,50,50,50,50,50,50,50,50,50,50,65,50,55,5,40,35,0,0,0,0,0,0,0,0,0,0,0,0,0
28176,RP,JULIAN NIGH,KCM,MLB,30,R,53,53,H,N,N,N,Durable,50,45,55,65,45,45,55,60,50,45,60,70,50,45,55,65,2,20,70,206,28,8,0,4,29,0,32,2,1,0,4,2
40669,SP,VINNY OCON,PIT,AAA,28,R,53,55,L,N,N,N,Normal,55,50,50,45,55,50,50,45,55,50,50,45,60,55,50,50,3,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0
38026,SP,RAFAEL ORTEGA,DET,A+,24,R,53,53,N,H,N,H,Normal,40,60,45,50,40,60,45,50,45,60,45,50,45,60,45,50,3,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0
16870,SP,JI-HAN PARK,KIW,INT,25,L,53,53,L,H,N,N,Normal,45,50,50,50,45,50,50,50,45,50,50,50,45,50,50,50,5,45,60,0,0,0,0,0,0,0,0,0,0,0,0,0
33361,SP,OTIS PAULING,NYY,AA,26,R,53,53,H,N,N,H,Normal,65,35,55,50,65,35,50,50,65,35,55,50,65,35,55,50,5,55,50,0,0,0,0,0,0,0,0,0,0,0,0,0
28199,SP,B.J. PENG,-,-,31,L,53,53,N,L,L,N,Durable,45,50,50,50,45,55,50,55,45,50,50,50,45,50,50,50,5,55,80,0,0,0,0,0,0,0,0,0,0,0,0,0
34138,SP,DANIEL PORTILLO,MON,AA,25,R,53,78,N,N,N,N,Fragile,55,50,55,45,55,45,50,45,55,50,55,45,80,50,55,45,3,40,80,0,0,0,0,0,0,0,0,0,0,0,0,0
38921,CL,DALLAS PURSLEY,SAIT,INT,23,L,53,59,N,N,H,N,Fragile,45,55,45,55,55,60,50,65,45,55,45,50,55,55,45,55,2,25,80,0,0,0,0,0,0,0,0,0,0,0,0,0
40934,SP,STUART RIGAL,LAD,A+,24,R,53,53,H,H,N,N,Normal,45,55,50,50,45,55,45,45,45,55,50,50,45,55,50,50,5,50,30,0,0,0,0,0,0,0,0,0,0,0,0,0
38883,SP,CESAR ROCHELLE,DET,A+,23,R,53,53,H,N,N,N,Normal,40,55,45,55,35,55,45,50,40,55,45,55,40,55,45,55,6,60,70,0,0,0,0,0,0,0,0,0,0,0,0,0
20167,SP,HUBERT SCHULTZ,CWS,A+,23,R,53,57,N,N,N,H,Normal,50,45,50,50,50,45,45,50,50,45,50,50,60,45,50,50,4,40,25,0,0,0,0,0,0,0,0,0,0,0,0,0
34877,SP,NEIL SHUMAN,LOT,INT,26,R,53,53,N,N,N,N,Fragile,45,50,50,50,45,50,50,50,45,50,50,50,45,50,50,50,4,40,75,0,0,0,0,0,0,0,0,0,0,0,0,0
22147,SP,RAYMOND SIMONEAUX,COL,AA,23,R,53,59,N,N,H,N,Fragile,45,50,45,50,45,50,45,50,45,50,50,50,55,50,45,50,4,60,50,0,0,0,0,0,0,0,0,0,0,0,0,0
16022,SP,I-AN SO,-,-,24,R,53,53,H,H,H,N,Normal,45,50,50,50,45,50,50,50,45,50,55,50,50,50,50,50,5,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0
40055,SP,AIDAN STARK,NYY,MLB,27,R,53,53,N,N,N,N,Fragile,55,30,50,70,55,30,50,65,55,30,50,70,55,30,50,70,3,40,50,402,50,15,1,10,51,0,84,14,3,0,11,5
34598,SP,WING SU,DET,MLB,25,R,53,53,H,N,H,N,Normal,45,50,50,50,45,50,50,50,45,50,50,50,50,50,50,50,4,45,60,656,100,33,3,24,46,1,112,3,5,0,10,4
18361,RP,KOVALAN SURI,NYY,AAA,23,R,53,58,N,N,N,N,Normal,80,35,50,45,75,35,50,45,80,35,50,45,80,35,50,45,2,45,75,0,0,0,0,0,0,0,0,0,0,0,0,0
35794,SP,SAWYER THREETON,-,-,31,R,53,53,H,N,H,N,Fragile,40,60,50,50,40,60,50,50,40,60,50,50,40,60,50,50,5,50,45,0,0,0,0,0,0,0,0,0,0,0,0,0
39253,SP,WARIAN TREPA,PIT,AAA,26,R,53,53,L,N,N,N,Normal,50,55,50,50,50,55,50,50,50,55,50,50,50,55,50,50,3,40,30,0,0,0,0,0,0,0,0,0,0,0,0,0
25271,SP,YU-JIE TSAO,NYM,AAA,24,L,53,53,N,H,H,H,Normal,45,50,45,50,50,50,45,50,45,50,45,50,50,50,45,50,4,55,75,0,0,0,0,0,0,0,0,0,0,0,0,0
25176,RP,JOHN MICHAEL VIEUX,CHC,MLB,35,R,53,53,N,N,N,L,Durable,40,65,50,55,40,60,50,50,40,70,55,55,40,65,50,55,5,70,45,543,67,25,2,21,34,0,95,7,0,0,14,2
34605,RP,CIPRIAN WASSON,BOS,AAA,26,R,53,56,N,L,N,N,Fragile,55,40,45,60,55,40,45,60,55,40,45,60,60,40,45,60,3,55,70,0,0,0,0,0,0,0,0,0,0,0,0,0
32930,SP,HORACIO ZAVALETA,TOR,AAA,23,L,53,70,N,N,H,N,Fragile,45,50,50,50,45,50,50,50,45,50,50,50,55,50,50,50,4,45,80,0,0,0,0,0,0,0,0,0,0,0,0,0
36173,CL,JAVIER ALVARADO,CIN,AAA,27,R,52,58,N,N,H,N,Wrecked,55,40,50,70,50,40,50,55,60,40,55,80,75,40,50,70,2,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0
30842,RP,ERIK BONET,-,-,29,L,52,57,N,H,N,H,Fragile,45,55,50,50,45,55,50,50,45,55,50,50,70,55,50,55,2,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0
31424,CL,JÚLIO CANTU,MON,AA,24,L,52,69,H,N,N,N,Fragile,50,45,50,50,50,45,50,50,50,45,50,50,70,50,50,55,2,25,80,0,0,0,0,0,0,0,0,0,0,0,0,0
34273,RP,TROY COMEAUX,MON,AAA,25,L,52,52,H,N,N,N,Fragile,45,55,45,60,45,55,45,60,45,55,45,55,45,55,45,60,6,40,70,0,0,0,0,0,0,0,0,0,0,0,0,0
40843,CL,IAN COROLLA,ANA,A+,24,L,52,57,H,N,H,N,Normal,55,40,50,55,70,45,50,70,50,40,45,55,55,40,50,55,4,60,55,0,0,0,0,0,0,0,0,0,0,0,0,0
36595,RP,GUONÇALO CSAR,TOR,A+,26,R,52,57,L,L,N,N,Fragile,50,45,55,60,45,45,50,55,50,45,55,65,70,45,55,60,2,25,40,0,0,0,0,0,0,0,0,0,0,0,0,0
19185,RP,PATTON FONTANEZ,PIT,MLB,31,R,52,52,H,H,N,N,Fragile,40,50,55,70,40,50,55,65,40,55,55,70,40,50,55,70,3,30,65,79,18,2,1,3,8,1,6,2,0,0,1,0
40828,RP,NELSON GARDELLA,CLE,A-,24,R,52,52,N,N,N,N,Normal,75,50,50,40,55,45,45,40,80,50,55,45,75,50,50,40,5,40,35,0,0,0,0,0,0,0,0,0,0,0,0,0
37452,RP,STEVEN KEE,WAS,AA,27,R,52,52,N,N,N,N,Fragile,50,50,50,50,45,45,45,45,60,50,55,60,50,50,50,50,2,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0
28063,RP,TOM KUBACKI,OAK,AAA,31,R,52,52,N,N,N,N,Iron Man,50,45,50,60,45,45,45,50,50,50,55,75,50,45,50,60,2,30,25,0,0,0,0,0,0,0,0,0,0,0,0,0
30062,RP,WINSTON LEEUWANGH,NYM,MLB,23,R,52,60,H,N,H,H,Fragile,45,45,45,55,45,45,45,50,50,45,50,55,55,50,45,60,3,65,50,301,38,13,5,8,29,0,58,2,4,0,8,3
37718,RP,ISMAEL MORILLO,PHI,MLB,25,L,52,52,N,H,H,N,Fragile,45,55,50,50,45,55,50,50,50,55,50,50,50,55,50,50,4,55,65,47,8,3,0,0,4,0,7,0,0,0,0,0
32216,RP,BRIAN SANDERSON,SD,AAA,25,R,52,53,N,N,H,N,Normal,65,50,55,45,60,50,50,45,70,50,55,45,75,50,55,45,4,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0
39657,RP,L.J. SCHUBERT,BAL,MLB,25,L,52,56,H,H,H,N,Fragile,45,55,45,55,45,55,45,55,45,55,45,55,45,55,45,55,3,50,60,551,101,39,1,18,42,0,83,12,4,1,7,4
36881,RP,NICHOLAS SHAFFER,NYM,AAA,26,L,52,52,L,N,H,N,Normal,55,50,50,45,55,50,50,50,55,50,50,45,55,50,50,45,3,50,80,0,0,0,0,0,0,0,0,0,0,0,0,0
37024,RP,PABLO SÁNTOS,ANA,AA,25,R,52,52,N,H,H,H,Normal,55,45,50,50,55,45,50,50,55,45,45,50,55,45,50,50,4,35,75,0,0,0,0,0,0,0,0,0,0,0,0,0
37261,RP,NATE TINSLEY,-,-,27,R,52,52,N,H,H,H,Normal,55,50,45,50,55,50,45,50,55,50,45,50,55,50,45,50,2,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0
38714,RP,VICENTE URIBE,SD,AAA,26,R,52,52,N,N,H,N,Normal,55,40,45,60,55,40,45,60,55,40,45,60,55,40,45,60,2,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0
34920,RP,ROMEO VALENSUELA,ATL,MLB,26,L,52,60,N,N,N,N,Normal,55,50,50,45,60,55,50,50,55,50,50,45,75,50,50,50,2,20,80,231,43,8,0,4,29,2,45,3,2,0,3,1
37505,RP,JOSÉ ZAZUETA,MIN,AAA,26,R,52,52,N,N,N,N,Fragile,55,55,50,45,55,55,50,45,55,55,45,45,55,55,50,45,3,45,40,0,0,0,0,0,0,0,0,0,0,0,0,0
36062,RP,FELIX ZEPEDA,LAD,AAA,28,R,52,60,L,N,N,N,Wrecked,50,65,50,50,45,60,50,45,50,70,50,50,55,70,50,55,3,35,40,0,0,0,0,0,0,0,0,0,0,0,0,0
34783,SP,SEBASTIANO ABREU,WAS,AAA,27,R,51,60,N,L,H,N,Durable,45,35,50,65,40,35,45,60,45,40,50,70,50,40,50,70,5,50,45,0,0,0,0,0,0,0,0,0,0,0,0,0
14688,RP,TOMAS ABREU,OAK,A+,26,R,51,80,N,L,L,L,Normal,50,50,45,50,50,50,45,50,50,55,45,50,70,60,45,55,3,20,50,0,0,0,0,0,0,0,0,0,0,0,0,0
31202,SP,JESSE ALLEYN,ANA,A+,24,R,51,51,L,N,N,N,Normal,45,50,45,50,45,50,45,50,45,50,45,50,50,50,45,50,3,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0
34961,SP,ALDEMAR ALMONTE,CIN,AA,26,R,51,62,N,N,N,H,Normal,40,55,45,50,40,55,45,50,40,55,50,55,40,65,45,55,3,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0
38317,SP,IRVIN AXFORD,ANA,A-,25,R,51,51,N,N,N,L,Normal,50,55,50,45,50,55,50,45,50,55,50,45,55,55,50,45,3,40,40,79,20,3,0,4,2,0,8,1,0,0,0,0
31515,SP,ARLY BENSKI,ARI,AAA,24,L,51,80,N,H,N,N,Fragile,45,50,45,50,50,50,50,50,45,50,45,45,55,60,45,50,3,60,75,0,0,0,0,0,0,0,0,0,0,0,0,0
18901,CL,FRANCISCO CALVILLO,SEA,MLB,25,R,51,80,N,L,N,H,Fragile,50,65,50,50,50,65,50,50,50,60,50,50,65,70,50,55,3,30,45,0,0,0,0,0,0,0,0,0,0,0,0,0
32774,SP,TILSON CAMPUZANO,MON,MLB,25,L,51,51,H,H,H,N,Fragile,45,45,45,50,45,45,45,50,45,45,45,50,50,50,45,55,5,55,80,5,0,1,0,0,1,0,2,0,0,0,0,0
38628,SP,SAMSON CHIHUAHUA,OAK,A+,26,L,51,53,N,N,N,N,Normal,35,70,50,55,35,70,50,55,35,70,50,55,35,70,50,70,4,50,65,0,0,0,0,0,0,0,0,0,0,0,0,0
33261,SP,A.J. COOK,SD,AAA,25,R,51,55,N,L,L,N,Fragile,50,45,55,50,50,45,55,50,50,45,55,50,60,45,55,50,4,45,50,0,0,0,0,0,0,0,0,0,0,0,0,0
16013,SP,LOGAN DICKERSON,-,-,35,R,51,51,N,N,N,N,Wrecked,40,55,50,50,40,55,50,50,40,60,50,55,40,55,50,50,3,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0
39061,SP,YU-HYEON DOKGO,-,-,25,R,51,51,N,N,N,N,Normal,45,50,45,50,40,50,45,50,45,55,50,50,45,55,45,50,3,50,75,0,0,0,0,0,0,0,0,0,0,0,0,0
35977,SP,CHANCELLOR DOUGHERTY,STL,AAA,26,R,51,51,L,L,N,N,Fragile,45,45,45,50,45,50,45,50,45,45,45,50,50,45,45,50,4,55,65,0,0,0,0,0,0,0,0,0,0,0,0,0
41081,SP,KAYDEN ERHARDT,BOS,AAA,25,R,51,51,L,N,H,N,Fragile,45,50,45,50,45,50,40,45,50,50,45,50,50,50,45,50,4,55,60,0,0,0,0,0,0,0,0,0,0,0,0,0
41063,RP,DIEGO HACHE,CLE,AAA,24,R,51,51,N,H,H,N,Fragile,50,55,55,45,50,55,55,45,50,55,55,45,55,55,55,45,3,50,40,237,30,10,3,12,17,0,55,2,6,0,6,2
29619,SP,JOEY HOSEK,MIN,AA,23,L,51,80,N,N,H,N,Durable,45,55,50,45,45,55,50,50,45,55,50,45,50,55,50,55,5,55,80,0,0,0,0,0,0,0,0,0,0,0,0,0
41024,SP,ALEX ISAACSON,MON,AAA,28,L,51,51,N,N,N,N,Normal,50,50,45,50,55,50,50,55,45,50,45,45,50,50,45,50,5,75,65,0,0,0,0,0,0,0,0,0,0,0,0,0
39925,SP,HWAN KEE,SAM,INT,25,R,51,74,H,H,H,H,Durable,45,40,50,60,45,40,45,55,50,40,50,65,50,50,50,60,3,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0
39003,RP,HERMAN KREBS,KCM,A-,25,L,51,51,N,L,L,L,Fragile,55,40,50,55,70,40,55,65,55,35,50,55,60,40,50,55,2,35,55,0,0,0,0,0,0,0,0,0,0,0,0,0
29877,SP,YÉNIER LABRADA,ANA,AAA,28,R,51,51,H,N,H,H,Normal,45,45,50,55,45,45,50,55,45,45,50,55,50,45,50,55,5,40,55,0,0,0,0,0,0,0,0,0,0,0,0,0
34424,RP,DOUG LEHMAN,CHC,AA,25,R,51,51,N,N,N,L,Fragile,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,5,25,40,0,0,0,0,0,0,0,0,0,0,0,0,0
35400,RP,RAÚL LOZANO,MIN,AAA,26,R,51,52,N,N,N,L,Normal,55,55,45,45,55,55,45,45,55,55,50,45,55,55,45,45,3,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0
37461,RP,TEAGAN LUTSKOVICH,HOU,AAA,24,R,51,51,L,N,N,N,Fragile,50,45,45,65,45,45,40,55,55,45,45,70,50,45,45,65,3,30,45,0,0,0,0,0,0,0,0,0,0,0,0,0
35436,SP,NATHANIEL MACKENZIE,-,-,26,R,51,51,N,N,N,N,Fragile,55,55,50,45,55,55,45,40,55,55,50,45,55,55,50,45,4,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0
21126,SP,ALVARO MANZONI,SEA,AA,22,R,51,80,N,L,L,L,Normal,45,55,50,45,45,55,50,45,45,55,50,45,55,70,50,55,3,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0
36976,RP,NICK MAYA,CWS,AAA,27,L,51,51,N,L,H,N,Durable,80,30,50,45,80,30,50,45,80,30,50,45,80,35,50,45,2,20,75,0,0,0,0,0,0,0,0,0,0,0,0,0
30945,RP,J.R. MCCLENDON,-,-,30,R,51,51,H,N,H,N,Iron Man,40,75,50,55,40,75,50,55,40,80,50,55,40,75,50,55,3,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0
34628,SP,DALE MCDANIEL,KCR,AA,25,L,51,66,L,H,L,N,Normal,40,50,50,50,45,50,50,50,40,50,50,50,45,60,50,65,4,55,80,0,0,0,0,0,0,0,0,0,0,0,0,0
31678,CL,REX MELANCON,BAL,A-,24,L,51,54,H,H,H,N,Fragile,45,50,40,60,45,50,40,55,45,50,40,60,45,55,40,60,3,45,80,0,0,0,0,0,0,0,0,0,0,0,0,0
21543,RP,LUKE MIAO,NYM,AA,23,R,51,60,N,N,N,N,Normal,60,45,50,50,60,45,50,50,60,45,50,50,70,50,50,50,3,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0
29129,SP,VINNIE MILBANK,LAD,A+,24,R,51,55,N,N,N,N,Normal,40,65,45,50,40,65,45,50,40,60,45,50,40,65,45,55,4,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0
36663,SP,FRANK NICHOLS,-,-,26,L,51,51,H,H,N,N,Fragile,50,55,45,45,55,55,50,50,50,55,45,45,55,55,45,45,3,40,80,0,0,0,0,0,0,0,0,0,0,0,0,0
36011,SP,ETSUO ONO,-,-,37,R,51,51,N,H,H,N,Normal,40,55,40,60,40,50,35,55,40,55,40,65,40,55,40,60,3,35,55,0,0,0,0,0,0,0,0,0,0,0,0,0
36803,RP,DIEGO PANTOJA,CLE,AA,26,L,51,51,N,H,H,N,Fragile,50,50,45,50,50,50,45,50,50,50,45,50,50,50,45,55,3,40,70,0,0,0,0,0,0,0,0,0,0,0,0,0
39411,SP,JEFF PETERSON,WAS,AA,23,R,51,70,L,N,N,L,Fragile,45,45,50,50,45,45,50,50,45,45,50,50,55,50,50,50,4,60,55,0,0,0,0,0,0,0,0,0,0,0,0,0
33292,SP,JOSÉ ANGEL PÉREZ,HOU,AA,24,R,51,59,N,L,N,H,Durable,45,45,45,60,45,45,40,55,45,45,45,60,50,45,45,60,5,60,50,0,0,0,0,0,0,0,0,0,0,0,0,0
41128,RP,BENNY QUIRINDONGO,NYY,MLB,25,R,51,51,N,H,H,N,Fragile,45,55,45,60,45,55,45,60,45,55,45,60,45,55,45,65,3,40,60,86,15,7,1,6,10,0,10,1,2,0,2,1
30378,RP,MISAEL ROBLES,CIN,MLB,25,R,51,51,L,H,H,N,Fragile,55,55,45,45,55,50,40,45,55,55,45,50,55,55,45,45,4,35,50,316,55,13,2,11,19,1,67,2,3,0,5,1
37277,RP,NOEL RODRÍGUEZ,LAD,AAA,25,R,51,60,N,N,N,N,Normal,45,60,45,50,45,55,45,45,50,60,50,50,50,65,45,55,5,55,60,0,0,0,0,0,0,0,0,0,0,0,0,0
27492,RP,SAMUEL SABEDRA,CIN,MLB,23,L,51,60,N,N,N,H,Fragile,45,45,45,55,45,45,45,50,45,45,45,55,55,45,45,55,4,45,80,299,45,20,1,8,39,1,60,0,3,1,2,3
35877,SP,DOUG SAVAGE,DET,MLB,26,R,51,51,N,N,H,N,Fragile,55,50,50,50,55,50,50,50,55,50,50,50,60,50,50,50,3,35,70,82,18,7,0,1,9,0,15,0,1,0,2,0
31437,CL,PARKER SHILLING,BOS,AAA,24,R,51,62,N,N,N,N,Normal,50,60,50,50,45,55,45,45,50,60,50,50,55,60,50,50,3,35,55,0,0,0,0,0,0,0,0,0,0,0,0,0
35945,RP,BUDDY STANGELAND,ATL,AAA,26,R,51,51,N,H,H,N,Fragile,55,55,50,45,55,55,50,45,55,55,50,45,55,55,50,45,3,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0
30615,RP,WOLFGANG STARK,ANA,AAA,25,L,51,51,N,N,N,N,Normal,45,50,50,55,45,50,50,60,45,50,50,55,50,55,50,55,3,35,70,0,0,0,0,0,0,0,0,0,0,0,0,0
17057,RP,DAMIEN STARNES,-,-,39,R,51,51,N,N,N,N,Normal,40,65,50,50,40,65,45,50,45,70,50,55,40,65,50,50,2,55,75,0,0,0,0,0,0,0,0,0,0,0,0,0
41110,RP,TOMÁS STOTZKY,NYM,AAA,25,R,51,66,N,N,N,N,Fragile,50,50,50,50,55,50,50,55,50,50,50,50,75,50,50,50,2,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0
35198,SP,ANTHONY TACKETT,ARI,AAA,26,R,51,59,L,N,N,H,Fragile,55,45,55,45,55,45,55,45,55,45,55,45,65,45,55,45,4,55,65,0,0,0,0,0,0,0,0,0,0,0,0,0
11581,RP,PABLO VEGA,COL,AAA,27,R,51,51,N,H,H,N,Durable,60,45,45,50,60,45,45,50,55,45,45,50,65,45,45,50,2,30,55,0,0,0,0,0,0,0,0,0,0,0,0,0
37627,SP,SOCRATES VELAZQUEZ,LAD,AA,22,R,51,70,N,H,N,N,Normal,50,50,45,50,50,50,45,50,50,50,45,50,55,55,45,50,3,45,55,0,0,0,0,0,0,0,0,0,0,0,0,0
34105,SP,SANTIAGO VILLASEÑOR,LAD,MLB,26,R,51,51,N,N,N,H,Fragile,45,50,40,50,45,50,40,50,45,50,40,50,45,55,40,55,3,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0
15701,SP,SKYLER WATT,MON,AA,29,L,51,51,N,H,H,N,Durable,50,55,50,45,50,55,50,45,50,50,50,45,50,55,50,45,4,60,80,0,0,0,0,0,0,0,0,0,0,0,0,0
24287,SP,ARMSTRONG WOODALL,TB,AAA,28,R,51,51,N,N,H,H,Fragile,45,45,50,55,40,45,50,50,45,45,55,60,45,45,50,55,3,45,55,0,0,0,0,0,0,0,0,0,0,0,0,0
25499,RP,LEÓN BARAJAS,ANA,A+,24,L,50,50,N,N,N,N,Normal,70,30,50,55,80,30,55,65,70,30,50,55,70,30,50,70,2,30,60,0,0,0,0,0,0,0,0,0,0,0,0,0
30894,RP,HARISMANI BAWA,CLE,A-,24,R,50,53,H,N,N,N,Fragile,50,45,50,55,50,45,45,50,55,45,50,55,55,45,50,55,3,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0
32954,CL,ALFRED BOSIER,KCR,AA,25,R,50,50,N,N,N,N,Normal,50,45,45,55,50,45,45,55,50,45,45,55,50,45,45,55,3,40,45,0,0,0,0,0,0,0,0,0,0,0,0,0
24022,CL,DAVID DE LA CRUZ,CLE,AA,30,R,50,50,N,N,H,N,Wrecked,45,50,50,55,45,50,45,50,50,55,50,55,45,50,50,55,3,30,65,0,0,0,0,0,0,0,0,0,0,0,0,0
33548,CL,RYAN DYER,STL,AAA,25,R,50,76,L,N,H,N,Fragile,60,55,50,45,60,55,50,45,60,55,50,45,80,55,50,50,2,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0
27293,RP,LUÍS ECHEVARRIA,BAL,MLB,24,R,50,50,N,H,H,N,Fragile,50,55,50,50,50,55,50,50,50,55,50,50,50,55,50,50,5,25,55,208,30,11,3,5,22,0,48,3,2,0,4,1
40624,RP,PABLO ESTRADA,NYY,AAA,29,R,50,52,N,N,N,L,Normal,50,45,50,55,50,45,50,55,55,45,50,60,65,45,50,65,3,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0
5762,RP,MEYER GAFFNEY,MON,MLB,34,L,50,50,N,N,N,N,Fragile,50,45,50,55,50,50,50,55,50,45,50,55,50,45,50,55,2,45,70,335,41,15,1,9,39,0,62,10,3,0,5,2
38296,CL,GARETH HODGE,LAD,AAA,26,R,50,59,N,H,N,N,Fragile,50,55,45,45,50,55,45,45,50,55,45,45,65,55,45,50,2,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0
37987,RP,LABAN KALICHSTEIN,BAL,AAA,23,R,50,67,N,N,N,N,Normal,55,45,50,55,50,45,50,55,55,45,50,55,55,45,50,80,3,30,50,0,0,0,0,0,0,0,0,0,0,0,0,0
6772,RP,CHUCK KESSINGER,CIN,AAA,33,L,50,50,H,N,N,N,Normal,50,50,50,55,50,50,50,55,50,50,50,55,50,50,50,55,3,25,70,0,0,0,0,0,0,0,0,0,0,0,0,0
36176,RP,HAROLD MADRID,-,-,27,R,50,58,N,H,H,H,Iron Man,65,55,55,35,60,55,50,30,75,55,55,35,80,55,55,40,2,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0
36481,RP,OSCAR MANN,NYM,AAA,25,R,50,53,H,N,H,N,Normal,75,50,50,40,70,50,50,35,80,50,55,40,75,50,50,40,4,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0
37244,CL,DWIGHT MENA,ANA,MLB,27,L,50,56,H,N,N,L,Durable,45,50,50,55,45,50,55,65,45,50,50,55,50,50,50,55,2,25,80,95,16,6,0,4,7,2,17,0,2,0,1,0
39733,CL,HEIICHI NAGANO,KYO,INT,27,R,50,57,N,N,N,N,Fragile,50,35,55,65,50,35,55,60,50,35,55,65,60,35,55,65,6,55,60,0,0,0,0,0,0,0,0,0,0,0,0,0
29687,RP,CHARLES SACCO,ATL,AA,25,R,50,50,N,N,N,L,Fragile,45,50,50,60,45,50,50,55,45,50,50,60,45,50,50,60,5,30,60,81,14,5,1,1,12,0,8,1,3,0,1,0
36041,RP,ENZO SALAZAR,-,-,28,R,50,50,H,H,H,H,Wrecked,55,50,50,50,50,50,50,45,60,50,55,50,55,50,50,50,4,25,70,0,0,0,0,0,0,0,0,0,0,0,0,0
