ID,POS,Name,ORG,Lev,Age,T,OVR,POT,LEA,AD,WE,INT,Prone,STU,CON,PBABIP,HRR,STU vL,CON vL,PBABIP vL,HRR vL,STU vR,CON vR,PBABIP vR,HRR vR,STU P,CON P,PBABIP P,HRR P,KN,KNP,PIT,STM,HLD
39009,SP,DO-GEON PARK,KCM,A+,26,R,38,42,N,N,N,N,Durable,40,35,50,45,35,35,45,45,40,35,50,50,45,45,50,50,-,-,3,60,35
39055,SP,SANG-GI PARK,KT,INT,26,L,38,41,L,N,H,N,Fragile,40,45,50,45,40,45,50,45,40,45,50,45,45,50,50,45,-,-,4,55,70
37432,SP,AUSTIN PARMERLEE,TOR,A+,22,L,38,47,N,N,N,N,Normal,40,45,45,45,45,45,45,45,40,45,45,45,45,45,45,45,-,-,3,40,80
30249,SP,JOHN PASILLAS,FLA,AA,23,L,38,53,N,N,N,N,Durable,45,50,50,35,45,55,50,40,40,50,50,35,45,55,50,45,-,-,5,55,80
36716,SP,ISSAC PAYNE,BOS,A+,26,L,38,39,N,N,N,L,Normal,45,45,50,40,45,45,50,40,45,45,55,40,45,45,50,40,-,-,5,55,75
28359,RP,VINCE PERKINS,PIT,AAA,33,R,38,38,N,H,H,H,Normal,40,45,50,45,40,45,45,45,45,45,50,50,40,45,50,45,-,-,3,50,40
30518,SP,HILAL PERVAIZ,TOR,AA,26,R,38,45,N,N,N,L,Normal,35,45,45,45,35,45,45,45,35,45,45,45,45,55,45,55,-,-,6,80,50
37326,RP,HECTOR PEÑA,MON,AA,24,L,38,38,H,N,N,N,Durable,45,40,50,45,45,40,45,45,45,40,50,45,50,40,50,45,-,-,3,25,65
39633,RP,HANS PFAFF,WAS,AA,25,L,38,38,N,H,H,H,Normal,45,50,50,40,45,55,55,45,45,50,50,40,45,50,50,40,-,-,3,40,80
26738,SP,MOHAMMED PIERRO,PIT,AA,24,L,38,38,N,N,N,H,Durable,40,45,45,45,40,45,50,45,40,45,45,45,45,45,45,50,-,-,4,50,65
34271,RP,TIM PIETSCH,BAL,AA,26,R,38,39,N,N,H,N,Fragile,45,45,45,45,45,45,45,45,45,45,45,45,50,45,45,45,-,-,3,35,25
34298,SP,VALERIO PRADO,OAK,A+,27,R,38,38,N,H,N,N,Fragile,30,50,50,50,30,50,50,50,30,50,50,50,35,50,50,55,-,-,3,30,50
36844,RP,MARK PRIDE,MIN,AAA,26,R,38,40,N,N,H,N,Normal,45,35,50,45,45,35,50,45,45,35,50,50,60,35,50,50,-,-,3,35,40
9822,RP,ÉDOUARD PRIMEAU,Retired,-,30,R,38,38,N,H,N,N,Iron Man,40,50,50,40,40,50,50,40,40,50,50,40,40,50,50,40,-,-,3,55,65
37691,RP,YOANNI PULE,LAD,AA,24,L,38,39,L,N,N,N,Fragile,40,45,40,50,45,45,40,50,40,45,40,50,45,45,40,50,-,-,2,20,80
39643,RP,SIMÓN PÉREZ,LAD,AA,25,R,38,38,L,N,N,N,Durable,45,50,50,40,45,50,50,40,45,50,50,40,45,50,50,40,-,-,3,35,45
37964,SP,JOSH QUANG,BAL,AA,23,R,38,47,N,N,H,N,Normal,40,45,45,40,40,45,45,40,45,45,50,45,45,50,45,50,-,-,3,55,75
40532,RP,JULIÁN RAMÍREZ,-,-,24,L,38,38,N,L,L,L,Fragile,65,35,50,30,60,35,45,30,65,35,50,30,65,35,50,30,-,-,3,30,60
34890,SP,ALEC RENNER,CIN,AAA,26,R,38,38,N,N,H,N,Durable,45,45,45,40,45,45,45,40,45,45,45,40,50,45,45,45,-,-,5,50,40
27509,RP,ENÉAS ROBLES,LAD,AA,24,R,38,38,N,N,N,N,Fragile,40,50,45,45,40,50,45,45,40,50,45,45,45,55,45,45,-,-,4,35,35
38529,RP,BRIAN RODRIGUEZ,NYY,AAA,25,R,38,51,N,N,H,N,Normal,55,45,50,30,55,45,45,25,65,40,50,30,70,45,50,40,-,-,2,30,80
40596,RP,IAGO RODRÍGUEZ,ANA,AA,24,R,38,38,N,N,N,L,Durable,40,50,50,45,40,50,50,45,40,50,50,50,40,50,50,50,-,-,6,35,30
38745,RP,SERGIO RODRÍGUEZ,NYY,MLB,27,R,38,53,L,N,N,N,Iron Man,40,50,50,50,40,45,45,45,45,50,55,50,60,50,50,65,-,-,2,30,70
37329,RP,YAURY RODRÍGUEZ,TEX,AAA,26,L,38,41,N,H,H,N,Fragile,45,45,50,45,45,45,50,45,45,45,50,45,55,45,50,45,-,-,2,30,65
39499,SP,TERUTOSHI SAITO,KYO,AA,27,L,38,38,N,N,N,L,Normal,40,50,40,40,40,50,45,45,40,50,40,40,40,50,40,40,-,-,5,55,75
36041,RP,ENZO SALAZAR,HH,INT,28,R,38,38,H,H,H,H,Wrecked,45,45,50,45,45,45,50,40,50,45,55,45,45,45,50,45,-,-,4,25,70
28208,RP,TOMMY SCHNEIDER,TOR,A+,23,R,38,41,N,L,N,N,Normal,50,35,50,40,50,35,50,40,55,35,50,45,60,40,50,45,-,-,3,30,75
17296,RP,HANS GEORG SCHRÖDER,WAS,A-,23,L,38,38,N,N,N,N,Durable,45,45,45,40,45,45,50,45,45,45,45,40,45,50,45,40,-,-,3,55,55
41013,RP,STEVEN SEBECK,CHC,AA,25,R,38,39,N,H,N,L,Fragile,45,50,45,40,45,50,45,40,45,50,45,40,50,50,45,40,-,-,2,25,45
37193,SP,DAVE SERCU,ANA,A-,23,R,38,40,N,N,H,N,Normal,40,45,45,40,40,45,45,40,45,45,50,45,45,45,45,40,-,-,4,65,35
32028,RP,WAYNE SEVERNS,SD,AAA,25,R,38,45,N,L,N,H,Normal,45,45,50,40,45,45,50,40,45,45,50,40,55,45,50,45,-,-,5,55,50
30383,RP,YARDLEY SHORT,OAK,A-,25,L,38,39,L,N,N,N,Fragile,45,50,45,45,45,50,45,45,45,50,40,45,45,50,45,45,-,-,4,30,70
31244,RP,MING-HSIANG SHU,CWS,AA,25,L,38,46,H,N,N,N,Fragile,50,40,50,35,50,40,50,35,50,40,50,35,65,45,50,35,-,-,2,40,60
32894,SP,HAROLD SILAWARN,NYY,A+,25,R,38,38,N,H,H,N,Normal,45,40,45,45,45,40,40,45,45,40,45,45,45,45,45,45,-,-,3,35,45
19096,SP,TERRY SKINNER,-,-,41,L,38,38,N,L,H,N,Wrecked,40,45,45,45,40,50,45,45,40,45,45,45,40,45,45,45,-,-,3,35,75
37807,SP,MARSHALL SNEED,MIL,A+,25,R,38,38,N,N,N,N,Normal,35,45,45,45,40,45,45,45,35,45,45,45,40,45,45,45,-,-,3,45,30
40996,RP,SYLVESTER SOBEL,HOU,A+,23,R,38,38,N,N,N,H,Fragile,45,40,45,45,45,40,45,45,45,40,45,45,45,45,45,45,-,-,4,40,65
26921,RP,GABRIEL SOTO,TEX,A-,24,R,38,38,N,H,N,N,Normal,45,35,45,50,45,35,45,50,45,35,45,50,45,35,45,50,-,-,3,55,50
31287,SP,YORDI SOTO,ANA,A-,24,L,38,42,N,N,N,N,Fragile,40,45,45,45,45,45,50,45,40,45,45,40,45,45,45,45,-,-,4,60,80
31335,RP,JITRINDRA SOURABH,WAS,AA,24,L,38,38,H,L,H,N,Normal,50,40,45,45,45,40,45,45,50,40,45,45,50,40,45,45,-,-,4,40,65
15296,RP,NAJAR SPIVEY,Retired,-,36,R,38,38,N,N,H,N,Iron Man,40,55,45,45,40,50,40,45,40,55,45,45,40,55,45,45,-,-,4,60,50
31756,RP,KENDALL SPONSELLER,Retired,-,35,R,38,38,L,H,H,N,Iron Man,35,50,45,45,35,50,45,45,35,50,45,45,35,50,45,45,-,-,6,60,50
40822,RP,NATE STEVENS,ARI,MLB,23,R,38,58,N,N,N,N,Fragile,40,40,55,50,40,40,50,50,45,40,55,50,60,45,55,65,-,-,2,30,40
33074,RP,TAKUYA SUGAWARA,TOR,AAA,25,R,38,38,N,N,N,N,Normal,40,50,45,45,40,50,45,45,40,50,45,45,40,50,45,45,-,-,4,60,25
31830,RP,HENRIQUE TEIXEIRA,CLE,A-,24,R,38,38,H,N,N,L,Fragile,40,45,45,50,40,45,40,45,45,45,45,50,45,45,45,50,-,-,3,40,55
35794,CL,SAWYER THREETON,SD,AA,32,R,38,38,H,N,H,N,Fragile,40,50,50,45,40,50,50,45,40,50,50,45,40,50,50,45,-,-,5,50,40
29407,RP,CHASE TIFFANY,TEX,A-,23,R,38,44,N,N,N,N,Normal,45,40,45,45,45,40,45,40,45,40,50,45,45,40,45,45,-,-,3,80,55
26891,RP,KEVIN TRAUTH,DET,AA,25,L,38,40,N,N,N,N,Fragile,50,40,50,40,50,40,50,40,50,40,50,40,65,40,50,40,-,-,2,30,55
28033,RP,SALVADOR VALADEZ,NYY,AAA,24,L,38,52,N,N,N,N,Normal,50,35,50,45,55,35,55,50,50,35,50,45,70,35,50,50,-,-,2,35,60
36647,SP,HÉBO VALDOVINOS,CIN,AAA,29,R,38,38,N,N,N,N,Fragile,45,45,50,40,45,45,50,40,45,45,55,45,45,45,50,40,-,-,5,40,55
40073,RP,ELROY VAN DER WAL,CIN,AA,25,R,38,38,N,L,N,N,Normal,45,50,50,45,45,50,50,45,45,50,50,45,45,50,50,45,-,-,3,30,60
19921,SP,KEAGAN VAN DUSER,PHI,AAA,23,R,38,47,L,N,H,N,Fragile,40,40,45,45,40,40,45,45,40,40,50,45,45,45,45,50,-,-,3,55,55
30730,RP,DYLAN VAN METER,PIT,AA,25,R,38,38,N,N,H,H,Normal,45,45,50,40,45,45,45,35,45,45,50,40,45,45,50,40,-,-,3,70,55
29197,RP,PHILMORE VENEY,SD,AAA,24,R,38,42,H,L,H,N,Fragile,45,45,50,45,45,45,45,45,45,45,50,45,55,45,50,45,-,-,3,40,30
10617,SP,THOMAS VERA,Retired,-,34,R,38,38,N,H,H,N,Iron Man,40,45,45,45,35,45,40,40,40,45,45,45,40,45,45,45,-,-,3,65,70
34804,RP,LIAM VISOR,CIN,AAA,26,L,38,39,N,N,N,H,Normal,45,40,50,45,50,40,50,45,45,40,50,45,50,40,50,45,-,-,3,35,50
35532,SP,DAVE WATERMAN,-,-,25,L,38,39,L,N,N,N,Normal,45,35,45,45,50,40,50,45,45,35,45,40,50,35,45,45,-,-,4,55,75
40877,SP,TIM WAUGH,ATL,AAA,25,R,38,38,N,N,N,N,Normal,45,45,50,40,45,45,45,40,50,45,50,40,50,45,50,40,-,-,6,45,50
29966,RP,DAMITRI WILLS,ATL,AA,24,L,38,38,N,N,N,N,Fragile,50,45,45,40,50,45,45,40,50,45,40,35,50,45,45,40,-,-,2,35,80
27498,RP,EDGAR YANCHUK,SF,AAA,24,R,38,40,L,N,L,H,Fragile,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,-,-,4,50,50
38952,SP,MERRILL YAZZIE,SEA,AA,29,R,38,38,N,N,N,N,Fragile,40,40,50,50,40,40,50,50,40,40,50,50,45,45,50,55,-,-,5,35,25
30303,CL,JUSTIN YODER,TEX,AA,23,R,38,61,L,N,N,N,Normal,50,40,50,40,45,40,45,40,55,45,50,45,65,50,50,45,-,-,4,30,55
31199,SP,IVAN ZAMORA,OAK,AA,30,R,38,38,H,N,N,N,Durable,35,45,45,45,35,45,45,45,35,45,45,45,35,45,45,45,-,-,3,80,75
27482,SP,FABRIZIO ZARETTI,BAL,AAA,23,R,38,54,H,N,H,H,Normal,40,40,50,45,40,40,50,45,40,40,50,45,45,45,50,55,-,-,3,60,35
20414,RP,GUNNER ADAMS,STL,A+,24,R,37,43,N,N,N,H,Normal,50,30,50,40,50,30,50,40,50,30,50,40,60,30,50,50,-,-,2,30,80
38232,SP,LOGAN AKERS,LAD,A+,26,R,37,37,H,N,H,N,Durable,45,30,45,45,45,30,45,45,45,30,45,45,45,30,45,45,-,-,3,50,70
19162,SP,MANJHI AN-NAJAF,KCM,R+,23,R,37,51,N,N,N,N,Fragile,40,50,50,40,40,50,50,40,40,50,50,40,50,55,50,50,-,-,3,40,45
35610,RP,YORAM APFEL,HOU,AAA,26,R,37,38,H,N,H,N,Fragile,45,45,55,30,45,45,55,30,45,45,55,30,50,45,55,30,-,-,3,30,60
38771,SP,RAFAEL ARCHEVALD,CIN,AA,26,R,37,38,N,N,N,L,Normal,45,45,50,40,40,45,45,40,45,45,50,45,45,45,50,45,-,-,3,55,60
31068,RP,LONNIE ARIAS,-,-,25,R,37,37,N,N,H,N,Normal,50,35,50,45,50,35,55,45,50,35,50,45,50,35,50,45,-,-,2,25,30
31024,SP,ELONZO ASENCANO,TEX,AA,25,R,37,39,N,N,N,H,Normal,40,45,45,40,40,45,45,40,40,45,45,40,45,45,45,45,-,-,3,50,50
36149,RP,YVES AUBRY,BOS,A+,26,L,37,48,L,L,N,N,Fragile,50,50,50,35,50,50,50,35,50,50,50,35,65,50,50,45,-,-,4,30,65
33990,RP,KYLE AULT,CLE,A+,26,R,37,37,N,H,H,N,Normal,45,40,40,45,45,40,40,45,45,40,40,45,45,40,40,45,-,-,3,40,50
28795,RP,JONATHON AUPINI,COL,A+,23,R,37,38,N,N,N,N,Normal,45,35,50,40,45,35,45,40,45,40,50,40,50,45,50,40,-,-,4,55,80
29802,CL,THIJMEN BAKKER,KIW,INT,25,R,37,37,N,H,H,N,Normal,45,45,50,40,45,45,50,40,45,45,50,40,45,45,50,40,-,-,6,30,75
36422,SP,CADEN BANETI,NYY,AAA,22,R,37,80,L,H,N,H,Normal,40,40,55,50,40,35,55,45,40,40,55,50,50,55,55,55,-,-,3,55,50
34243,RP,ED BANNON,MON,A+,25,L,37,37,N,N,H,N,Fragile,35,40,45,50,35,40,45,50,35,40,45,50,35,40,45,50,-,-,4,50,65
40497,RP,DAVID BARCA,WAS,A-,23,L,37,41,L,L,N,N,Normal,45,45,50,45,45,45,50,45,45,45,50,45,55,45,50,45,-,-,3,35,65
23870,CL,EARL BASILEO,BAL,AAA,24,L,37,67,N,N,H,N,Normal,40,45,55,45,40,45,55,45,40,45,55,45,65,50,55,65,-,-,2,30,60
36975,SP,THEO BAUER,LAD,A+,23,L,37,41,N,N,H,N,Normal,35,40,50,45,35,45,50,45,35,40,50,45,35,50,50,50,-,-,4,60,65
16939,RP,RUBEN BEDOY,OAK,A+,26,R,37,37,L,N,L,N,Durable,45,45,40,45,45,45,40,45,45,45,40,45,45,45,40,45,-,-,3,35,50
26789,RP,MONTEL BELA,-,-,27,R,37,38,N,L,N,N,Iron Man,50,40,50,30,50,40,45,25,50,40,50,35,50,40,50,35,-,-,4,30,50
38435,SP,JORDAN BESS,CIN,A+,26,R,37,37,N,N,N,N,Normal,45,45,45,45,45,45,45,45,45,45,50,45,45,45,45,45,-,-,5,35,70
40636,SP,JAKE BEST,TOR,AAA,23,L,37,54,N,H,H,N,Durable,45,35,45,45,45,35,45,45,45,35,45,45,50,45,45,50,-,-,5,60,70
37027,RP,XUANHONG BI,CIN,AA,26,L,37,37,N,L,N,N,Fragile,50,35,50,40,50,35,50,40,50,35,50,40,55,35,50,40,-,-,2,30,80
21446,SP,BOBBY BINION JR.,TEX,AA,22,R,37,43,L,H,L,N,Fragile,40,45,50,45,35,45,45,40,40,45,50,45,45,50,50,45,-,-,4,55,55
34621,RP,JUSTIN BLACK,CIN,AAA,25,L,37,38,N,H,H,N,Normal,45,45,45,35,45,45,45,35,45,45,45,35,55,45,45,40,-,-,2,30,70
37379,RP,SAM BOK,CLE,AA,28,R,37,38,N,N,N,N,Normal,45,50,50,45,45,50,50,45,45,50,50,45,50,50,50,45,-,-,2,25,80
37464,RP,ISAIAH BOWENS,CIN,AA,26,R,37,42,L,N,N,N,Fragile,45,40,55,45,45,35,50,45,45,40,55,45,60,40,55,45,-,-,3,25,25
27966,RP,MARTY BRAND,LAD,AAA,24,L,37,45,N,L,N,N,Fragile,45,45,45,45,45,45,45,50,45,45,40,45,45,50,45,60,-,-,4,35,60
29026,RP,LAWRENCE BRAUN,MIN,A+,23,L,37,53,N,N,N,N,Durable,45,40,50,40,50,40,50,45,45,40,45,40,50,50,50,50,-,-,3,70,70
32310,RP,SHAMAI BRAUNSTEIN,MIL,AA,25,L,37,37,H,L,H,N,Durable,60,40,50,25,55,40,45,20,60,40,50,25,60,40,50,25,-,-,2,25,75
30119,RP,JAXON BREWER,OSA,INT,31,R,37,37,H,N,N,N,Normal,30,50,50,45,30,50,50,45,30,50,50,45,30,50,50,45,-,-,2,55,55
39024,RP,ROD BREWER,TB,AAA,22,L,37,62,N,N,N,N,Normal,45,45,55,45,45,45,50,45,45,45,55,45,65,50,55,55,-,-,2,30,70
7095,RP,BENNETT BRIDGES,Retired,-,34,R,37,37,H,N,H,N,Iron Man,45,45,50,35,45,45,50,35,45,50,55,35,45,45,50,35,-,-,3,55,65
32890,RP,RENÉ BRITO,PIT,AAA,34,L,37,37,N,H,H,N,Iron Man,40,45,45,40,40,50,45,40,40,45,45,40,40,45,45,40,-,-,3,70,80
22090,RP,RICK BROCKMAN,SD,AAA,22,R,37,44,L,H,H,N,Normal,45,40,55,40,45,40,55,40,45,40,55,40,55,40,55,45,-,-,5,25,75
25215,RP,JOSEPH BUCKNER,MIN,A+,24,L,37,37,L,N,N,N,Normal,45,40,45,40,45,40,50,45,45,40,45,40,45,40,45,40,-,-,4,50,70
24656,RP,YONAL BUTRON,WAS,AA,28,R,37,37,N,N,N,H,Durable,45,35,45,40,45,35,45,40,45,40,50,45,45,35,45,40,-,-,3,55,40
31897,RP,SANTIAGO CABANAS,TEX,A+,25,R,37,37,N,H,H,N,Normal,50,45,50,25,50,45,50,25,45,45,50,25,50,45,50,25,-,-,5,50,30
39080,CL,MATEO CALCANO,CHC,A+,23,R,37,48,N,N,N,L,Normal,40,45,50,45,40,45,50,45,40,40,50,45,55,50,50,50,-,-,2,25,70
38660,RP,IGNACIO CARRILLO,ANA,A+,27,R,37,37,N,N,N,N,Normal,50,45,50,40,45,45,45,35,55,45,55,45,50,45,50,45,-,-,2,25,55
39681,SP,MANRAY CASTRO,ARI,A-,23,L,37,42,L,H,N,N,Durable,40,40,40,45,40,40,40,45,40,40,40,45,45,50,40,50,-,-,4,65,70
29698,RP,YUNIER CASTRO,SD,AAA,23,L,37,37,N,H,N,N,Normal,50,40,45,35,50,40,45,35,50,40,45,35,50,45,45,40,-,-,3,25,70
40879,RP,JOE CERVANTES,COL,AAA,28,R,37,38,L,N,N,N,Normal,45,45,50,40,45,45,50,40,50,50,50,40,50,50,50,40,-,-,2,25,50
36285,RP,YOVANY CHAVEZ,Retired,-,28,R,37,38,N,N,H,N,Iron Man,45,35,50,45,45,35,50,45,50,35,55,45,60,35,50,45,-,-,5,30,50
21267,RP,WAN-LIN CHIOU,DET,A-,23,R,37,43,N,N,H,N,Fragile,50,40,50,40,50,40,50,40,50,40,50,40,55,40,50,45,-,-,2,30,60
38222,RP,YEDRO CHIRINOS,-,-,26,L,37,37,H,H,N,N,Fragile,50,30,50,35,55,30,55,35,50,30,50,30,55,30,50,35,-,-,2,30,65
38981,RP,JORDAN CHISM,CHC,A+,24,L,37,37,L,N,N,N,Normal,45,35,40,50,45,35,40,50,45,35,40,50,50,35,40,50,-,-,2,25,65
16573,CL,YOON-SOO CHO,HH,INT,24,L,37,39,N,H,N,H,Fragile,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,45,-,-,2,30,65
31588,RP,CALEB CHRISTOPHERSON,HOU,A+,24,L,37,51,L,L,L,N,Normal,45,45,50,45,45,45,50,45,45,45,45,45,60,45,50,45,-,-,2,30,70
26089,RP,KUAN-JEN CHU,-,-,24,R,37,37,N,N,N,L,Normal,45,35,45,45,45,35,45,45,45,35,45,50,50,35,45,45,-,-,2,25,80
27627,RP,STEVE CIPPARONE,COL,AA,24,L,37,45,N,H,H,H,Fragile,45,50,50,35,50,50,55,40,45,50,50,35,50,50,50,45,-,-,5,30,65
34948,RP,ÁNGEL CISNEROS,ANA,A-,26,R,37,37,N,N,N,N,Normal,45,35,50,45,50,35,50,45,45,35,50,45,50,40,50,50,-,-,2,20,45
35961,RP,BRIAN CLARKE,NYM,A+,26,R,37,44,N,H,N,H,Normal,55,40,50,35,50,40,45,35,65,40,50,40,65,40,50,45,-,-,4,30,65
38383,RP,IVANILDO COCA,CWS,AA,26,L,37,37,N,N,H,N,Durable,50,40,45,40,50,40,45,35,50,40,45,40,60,45,45,40,-,-,2,20,60
30812,SP,OWEN CONTI,CIN,A+,25,R,37,40,N,N,N,N,Normal,35,50,45,45,35,50,45,45,40,50,45,45,45,50,45,45,-,-,3,45,40
18701,RP,OLEGÁRIO CONTRERAS,PHI,AA,23,R,37,43,N,N,N,N,Normal,50,35,50,40,50,35,50,40,50,35,50,40,55,35,50,40,-,-,4,30,35
18541,RP,MICAH COOK,SF,AAA,23,R,37,50,N,N,N,N,Normal,40,45,50,45,40,45,50,45,40,45,50,45,55,55,50,45,-,-,2,35,50
38256,RP,ADRIÁN CORRAL,ARI,AA,25,R,37,37,L,L,L,L,Normal,45,30,45,40,45,30,45,40,50,30,45,40,50,35,45,40,-,-,3,45,50
23504,RP,NATHAN CRAYCRAFT,FLA,AA,24,L,37,37,N,N,N,N,Fragile,45,45,45,35,50,45,50,35,45,45,45,35,50,45,45,35,-,-,3,45,65
26695,RP,PAXTON CREWS,MIN,AA,24,R,37,38,N,H,N,H,Normal,50,45,50,40,45,45,50,35,50,45,50,40,50,45,50,40,-,-,4,35,60
32201,RP,GOMBAL CUADROS,-,-,25,R,37,37,N,N,N,N,Fragile,45,25,50,50,45,25,45,50,50,25,55,55,50,25,50,50,-,-,3,25,70
41104,SP,MATHIEU DAIGNEAULT,DET,AAA,26,R,37,40,N,H,N,L,Fragile,40,35,50,50,40,35,50,50,40,35,50,50,40,35,50,60,-,-,5,50,50
39661,CL,JONATHAN DANSBERRY,ANA,AA,30,R,37,37,H,H,H,N,Fragile,40,40,50,50,40,40,45,45,40,45,55,50,40,40,50,50,-,-,3,40,70
33980,SP,ATTICUS DAUGHTRY,-,-,25,R,37,37,N,N,N,H,Fragile,40,50,50,35,40,50,45,35,40,55,50,35,45,55,50,40,-,-,4,45,70
31992,RP,CHAD DAVELAAR,BAL,A-,24,L,37,37,N,N,N,L,Normal,45,35,45,50,45,35,45,50,45,35,45,50,45,35,45,50,-,-,4,40,80
20708,RP,RICO DE LA GARZA,STL,AA,25,R,37,40,N,N,N,L,Normal,40,45,40,45,40,45,40,45,40,45,40,45,40,50,40,45,-,-,3,50,50
27338,CL,MARCELO DE SANTIAGO,NYY,AAA,23,R,37,56,L,N,N,N,Normal,45,40,50,40,45,35,45,40,45,40,50,40,60,40,50,55,-,-,3,55,45
36839,RP,SAMUEL DE VRIES,ARI,A+,26,R,37,37,N,N,L,N,Normal,50,40,45,45,45,40,45,45,50,40,50,45,50,40,45,45,-,-,3,45,50
29711,RP,DEVIN DELGADO,OAK,A-,26,L,37,43,L,N,N,N,Fragile,45,50,50,45,45,50,50,45,45,50,50,45,55,50,50,45,-,-,2,25,65
40083,RP,LOÏC DELIE,CIN,AA,25,R,37,37,N,N,N,N,Normal,45,45,50,45,45,45,45,45,45,50,50,45,45,45,50,45,-,-,4,25,55
22483,RP,FABIO DELLACASA,ARI,AAA,23,R,37,44,N,H,N,N,Fragile,45,40,45,45,45,40,45,45,45,40,45,45,55,45,45,45,-,-,2,30,70
31330,RP,GABRIEL DEVERELL,KCR,A-,24,L,37,37,N,N,N,N,Normal,45,40,45,45,50,45,50,50,40,40,40,45,45,40,45,45,-,-,3,45,55
35791,RP,LEO DIAZ,-,-,25,R,37,37,N,N,L,N,Fragile,50,40,45,40,50,40,45,40,50,40,45,40,50,45,45,40,-,-,4,35,45
33251,RP,LEVI DOUGHTY,COL,A+,24,R,37,39,L,N,H,N,Normal,45,40,50,45,45,40,50,40,45,40,50,45,50,40,50,45,-,-,3,65,55
28237,SP,AARON DYKES,CIN,AAA,33,L,37,37,N,H,N,N,Iron Man,30,45,50,55,30,45,55,65,30,45,50,55,30,45,50,55,-,-,5,60,55
34316,RP,KRIS DYSON,MON,AA,26,L,37,38,L,N,N,N,Fragile,45,35,45,45,45,35,45,45,40,35,45,45,45,35,45,45,-,-,2,50,70
40269,SP,HECTOR DÍAZ,PIT,A+,26,R,37,37,N,N,N,N,Normal,40,40,50,45,40,40,50,45,40,40,50,45,45,40,50,45,-,-,4,35,75
29445,3B,PEDRO DÍAZ,-,-,28,R,37,38,N,N,N,N,Normal,45,25,45,35,45,25,45,35,45,25,45,40,45,25,45,40,-,-,5,30,35
30918,RP,DOMINGO ELIZONDO,KCM,A-,24,R,37,47,N,N,N,L,Fragile,45,40,50,45,45,40,50,45,45,40,50,45,50,45,50,55,-,-,2,20,60
39410,SP,ZETAN EMANUEL,OAK,R+,23,R,37,43,N,H,N,L,Normal,40,45,50,45,35,45,45,45,40,45,50,45,40,45,50,55,-,-,4,60,60
35017,SP,KEITH ERCAN,NYY,AA,30,R,37,37,N,N,N,N,Iron Man,35,35,50,65,35,30,50,60,40,35,55,65,35,35,50,65,-,-,3,30,70
30877,RP,FÉLIX ESPARZA,KCM,A+,25,R,37,37,N,N,N,N,Normal,40,45,45,45,40,45,45,45,40,45,45,45,40,45,45,45,-,-,4,50,70
32379,RP,JEREMY FLIGOR,-,-,26,R,37,37,N,N,N,N,Normal,50,20,45,45,50,20,45,45,50,20,45,45,50,20,45,45,-,-,2,30,35
30491,RP,ROBINSON FONTANA,TOR,AA,23,R,37,37,N,N,N,N,Normal,35,45,40,45,35,45,40,45,35,45,40,45,35,45,40,45,-,-,3,50,70
37962,SP,RIKIZO FUKUDA,CIN,AA,36,L,37,37,H,N,H,N,Wrecked,40,45,45,45,40,45,45,45,40,45,45,45,40,45,45,45,-,-,4,50,50
20002,RP,SHINICHIRO FURUKAWA,NAG,INT,28,R,37,37,H,N,H,N,Normal,45,35,45,50,45,35,45,45,45,35,45,50,45,35,45,50,-,-,5,35,25
40769,RP,BAILEY GALE,KCM,R+,23,R,37,37,L,H,L,H,Normal,45,45,45,50,40,40,40,45,45,45,45,50,45,45,45,50,-,-,4,35,35
36536,CL,RAFFAELE GAROFALO,SF,AAA,23,R,37,58,N,N,H,N,Normal,45,50,50,35,45,50,50,40,45,50,50,35,65,50,50,50,-,-,2,35,65
41142,RP,ALONSO GARZA,OAK,AAA,34,L,37,37,N,N,N,N,Normal,45,40,55,50,45,40,55,45,45,40,55,50,45,40,55,50,-,-,2,35,55
41032,RP,BRADLEY GAUDETTE,TEX,AA,25,R,37,38,N,N,N,N,Fragile,45,45,50,45,45,45,50,45,45,45,50,45,45,45,50,45,-,-,5,35,65
23059,RP,GREG GENTIL,BAL,A-,23,R,37,37,N,N,N,N,Normal,40,35,40,45,40,35,40,45,40,35,40,45,45,40,40,45,-,-,4,55,45
19505,RP,LARRY GILLIAM,PHI,AA,23,R,37,43,N,N,H,N,Fragile,45,40,50,45,45,40,50,45,45,40,50,45,50,45,50,45,-,-,6,35,35
31430,SP,PEDRO GIMENEZ,CWS,AAA,24,R,37,37,N,N,N,N,Fragile,40,45,45,40,40,45,45,40,40,45,45,40,45,45,45,40,-,-,6,65,50
36153,RP,MAHATHIR GOH,WAS,AA,26,R,37,37,H,N,N,N,Fragile,40,45,45,50,40,40,45,50,40,45,45,55,40,45,45,50,-,-,5,45,55
31717,SP,MERLIN GOLDMAN,ATL,AA,25,R,37,37,N,N,N,N,Fragile,45,45,45,45,45,45,40,40,45,45,45,45,45,45,45,45,-,-,4,40,55
34384,RP,HIRAM GONZALEZ,PIT,AAA,31,R,37,37,N,N,N,N,Durable,50,35,55,50,50,35,55,50,50,35,55,50,50,35,55,50,-,-,2,30,35
32649,RP,JAKE GONZALEZ,HOU,AAA,26,R,37,39,N,N,N,N,Wrecked,45,45,45,45,45,45,40,45,45,45,45,45,45,45,45,50,-,-,4,40,30
