ID,POS,Name,ORG,Lev,Age,T,OVR,POT,LEA,AD,WE,INT,Prone,STU,CON,PBABIP,HRR,STU vL,CON vL,PBABIP vL,HRR vL,STU vR,CON vR,PBABIP vR,HRR vR,STU P,CON P,PBABIP P,HRR P,PIT,STM,HLD,BF,1B,2B,3B,HR,BB,IBB,K,HP,SH,SF,CI,SB,CS
34526,RP,DENNIS SANTANA,ATL,MLB,30,R,52,52,N,N,N,N,Normal,50,50,55,60,45,50,50,55,50,50,55,60,50,50,55,60,3,30,55,316,48,21,0,4,20,7,54,2,,3,0,3,0
31171,CL,ROBERT STEPHENSON,LAD,MLB,33,R,52,52,N,H,N,N,Fragile,60,55,50,45,60,50,50,45,65,55,50,45,60,55,50,45,3,30,60,273,45,18,2,9,19,7,66,0,,2,0,2,0
24585,SP,GRANT TAYLOR,CWS,MLB,24,R,52,52,H,N,H,N,Normal,60,50,50,45,60,50,50,45,60,50,50,45,60,50,50,45,5,45,35,733,97,35,1,27,60,2,212,7,,7,0,17,4
43805,SP,LOUIE VARLAND,MIN,MLB,28,R,52,52,N,N,N,N,Normal,50,55,50,50,45,50,50,50,50,55,50,55,50,55,50,50,5,40,45,639,89,40,4,12,50,1,147,6,,6,0,18,5
33738,SP,MATTHEW BOYD,CHC,MLB,35,L,51,51,N,N,N,N,Normal,45,55,55,50,50,55,55,55,45,55,55,50,45,55,55,50,4,40,65,782,123,30,2,25,55,0,152,5,,4,0,7,3
1128,SP,DYLAN CEASE,SD,MLB,30,R,51,51,N,N,N,N,Normal,55,45,55,50,50,45,55,45,60,45,55,50,55,45,55,50,4,50,45,758,107,36,4,20,88,1,175,5,,7,0,25,6
52342,SP,BUBBA CHANDLER,PIT,AAA,24,R,47,51,N,H,H,N,Normal,45,50,50,50,45,50,50,50,45,45,50,50,55,50,50,50,4,55,35,329,44,20,1,14,31,4,65,4,,1,0,10,2
41496,CL,BRANDON EISERT,CWS,MLB,28,L,51,51,N,L,N,N,Normal,50,50,50,55,60,55,50,60,50,50,50,55,50,55,50,55,3,30,55,35,8,2,0,1,3,1,10,0,,0,0,1,0
27887,SP,NATHAN EOVALDI,TEX,MLB,36,R,51,51,N,N,H,N,Fragile,45,55,50,45,45,55,50,45,45,55,50,45,45,55,50,45,5,55,75,382,56,17,2,11,24,1,75,3,,1,0,3,2
1968,RP,BRAYDON FISHER,LAD,MLB,26,R,51,51,L,N,N,N,Normal,55,50,55,50,55,50,55,50,55,50,55,50,55,50,55,50,3,30,40,69,10,3,1,3,11,3,13,1,,0,0,1,0
45644,RP,NICK FRASSO,LAD,MLB,27,R,51,51,N,N,N,N,Normal,50,60,55,50,45,55,50,50,50,60,55,50,50,60,55,50,3,45,45,58,9,4,0,3,2,0,14,1,,0,0,0,0
177,SP,ZAC GALLEN,TEX,MLB,31,R,51,51,L,N,N,N,Normal,50,50,55,50,45,50,55,50,50,50,55,50,50,50,55,50,5,55,45,815,110,41,6,25,61,8,174,10,,7,1,16,3
619,RP,ROBERT GARCIA,TEX,MLB,30,L,51,51,N,N,N,N,Normal,55,50,50,55,55,50,55,55,55,50,50,55,55,50,50,55,3,25,55,148,22,3,1,8,20,2,31,0,,1,0,3,0
24767,SP,JORDAN HICKS,SF,MLB,30,R,51,51,N,L,H,N,Normal,50,45,50,60,45,45,45,50,50,45,50,65,50,45,50,60,4,45,45,733,106,38,2,10,58,5,174,13,,4,0,16,6
40618,SP,SHOTA IMANAGA,PIT,MLB,33,L,51,51,N,N,N,N,Normal,50,60,55,45,50,65,55,50,50,60,55,45,50,60,55,45,5,50,55,197,29,13,1,10,17,1,46,0,,1,0,1,0
33845,RP,JOE JIMENEZ,ATL,MLB,31,R,51,51,N,N,N,N,Normal,60,50,55,50,60,50,50,45,60,50,55,50,60,50,55,50,3,30,50,299,50,12,3,12,23,3,62,1,,2,0,4,1
40457,SP,JACK KOCHANOWICZ,CWS,MLB,25,R,48,51,N,L,N,N,Normal,40,60,55,50,40,55,50,45,45,65,55,55,45,60,55,55,4,55,50,620,75,31,4,25,38,3,104,3,,0,0,15,5
1193,CL,ALEX LANGE,STL,MLB,30,R,51,51,N,N,H,N,Normal,65,35,55,65,65,35,55,65,65,35,55,70,65,35,55,65,4,25,50,209,27,7,0,1,41,6,51,2,,0,0,3,2
20479,SP,JUSTIN LANGE,MIN,AAA,25,R,43,51,N,N,H,N,Normal,50,35,55,50,50,35,55,50,50,35,55,50,60,35,55,50,4,60,45,190,28,7,3,3,36,6,35,1,,0,0,7,0
20274,CL,DYLAN LEE,CIN,MLB,32,L,51,51,N,N,N,N,Normal,55,55,50,45,65,55,55,50,55,50,50,45,55,55,50,45,3,30,65,154,21,7,0,5,6,0,44,1,,0,0,1,1
31537,SP,NICK MARTINEZ,LAA,MLB,36,R,51,51,N,N,N,N,Normal,40,60,50,50,40,65,45,50,40,60,50,50,40,60,50,50,6,40,55,670,117,32,6,11,41,2,141,1,,10,2,14,4
26018,SP,TOBIAS MYERS,MIL,MLB,28,R,51,51,N,L,N,N,Normal,50,55,55,50,45,55,55,50,50,55,55,50,50,55,55,50,5,60,55,652,95,28,9,25,47,4,142,6,,6,0,12,6
45708,SP,BRANDON PFAADT,AZ,MLB,27,R,51,51,N,N,N,N,Normal,50,65,50,50,45,60,50,45,50,70,50,50,50,65,50,50,5,50,45,751,121,35,3,36,55,3,173,5,,4,0,18,1
6,SP,CARLOS RODÓN,NYY,MLB,33,L,51,51,N,L,N,N,Normal,55,50,55,40,55,50,60,45,55,50,55,40,55,50,55,40,5,55,45,702,91,32,3,28,58,4,168,4,,0,1,16,4
23336,RP,COLE SANDS,CLE,MLB,29,R,51,51,N,N,N,N,Normal,50,55,55,50,50,55,50,50,50,55,55,50,50,55,55,50,4,30,50,233,33,17,0,5,18,1,47,3,,2,0,3,2
20980,RP,JOSH SBORZ,HOU,MLB,32,R,51,51,N,N,N,N,Normal,50,45,50,60,50,45,50,55,55,45,55,65,50,45,50,60,3,25,50,276,47,10,0,5,33,5,52,3,,3,0,5,0
47437,SP,EMMET SHEEHAN,LAD,MLB,26,R,51,51,N,N,N,N,Normal,55,45,65,45,55,45,60,45,55,45,65,50,55,45,65,45,3,50,40,495,72,22,4,16,51,5,132,2,,2,0,11,2
43411,RP,DYLAN SMITH,DET,MLB,26,R,51,51,N,N,L,N,Normal,55,50,55,55,50,45,50,50,55,50,55,55,55,50,55,55,4,30,50,97,18,3,2,3,10,1,19,2,,2,0,4,0
30763,SP,BLAKE SNELL,LAD,MLB,33,L,51,51,N,N,N,N,Normal,60,45,55,50,65,45,55,55,60,40,50,50,60,45,55,50,4,40,55,562,74,31,1,17,58,0,163,1,,2,0,10,4
1241,SP,JUSTIN STEELE,CHC,MLB,31,L,51,51,N,N,H,N,Normal,45,55,55,55,50,55,55,65,45,50,55,50,45,55,55,55,5,50,60,785,134,25,4,28,70,0,157,7,,4,0,12,5
140196,CL,ADAM STINE,SD,MLB,26,R,51,51,N,N,N,N,Normal,55,40,50,55,55,40,50,60,55,40,50,55,55,40,50,55,2,45,40,234,35,6,0,6,19,5,61,2,,1,0,2,1
38076,SP,RANGER SUAREZ,TOR,MLB,31,L,51,51,L,N,N,N,Normal,45,50,50,55,45,50,55,60,45,50,50,55,45,50,50,55,5,55,50,757,119,48,3,17,62,5,140,4,,8,0,11,9
31302,RP,BLAKE TREINEN,LAD,MLB,38,R,51,51,N,N,N,N,Normal,50,50,55,55,50,50,55,55,50,50,60,60,50,50,55,55,4,25,55,266,45,12,1,7,23,4,53,4,,3,0,3,0
24160,SP,MIKE VASIL,CWS,MLB,26,R,51,51,L,N,N,N,Normal,45,50,55,50,45,50,50,50,45,55,55,55,45,50,55,50,5,50,45,715,103,27,4,22,63,5,133,6,,4,1,14,4
40409,RP,SIMEON WOODS RICHARDSON,SEA,MLB,25,R,51,51,N,N,N,N,Normal,55,50,55,50,55,50,55,50,50,50,55,50,55,50,55,50,5,55,55,775,114,36,3,25,69,2,183,6,,4,0,17,6
30419,RP,JASON ADAM,HOU,MLB,35,R,50,50,N,N,N,N,Normal,55,50,65,50,50,50,60,50,55,50,70,50,55,50,65,50,3,30,55,236,33,9,1,8,15,2,66,0,,1,1,4,1
43677,SP,SPENCER ARRIGHETTI,MIA,MLB,26,R,50,50,N,N,N,N,Normal,55,45,55,45,55,45,55,45,55,45,55,45,55,45,55,50,5,50,45,664,109,34,4,23,60,4,160,5,,3,0,16,4
18952,SP,SHANE BIEBER,DET,MLB,31,R,50,50,N,N,H,N,Fragile,45,55,50,50,45,55,50,50,45,55,50,50,45,55,50,50,5,50,50,313,52,17,1,10,25,0,67,2,,1,0,5,1
1443,SP,CODY BRADFORD,TEX,MLB,28,L,50,50,N,L,N,N,Normal,45,70,55,45,40,60,55,45,45,70,55,45,45,70,55,45,5,45,65,658,103,28,2,19,35,3,138,6,,5,0,7,3
1254,SP,GRIFFIN CANNING,SD,MLB,30,R,50,50,N,L,N,N,Normal,50,50,55,45,50,45,55,45,50,50,55,50,50,50,55,45,4,65,55,746,111,33,6,14,72,1,178,5,,3,0,20,6
1919,RP,MARC CHURCH,TB,MLB,25,R,50,50,N,H,N,N,Normal,55,50,50,50,50,50,50,45,55,50,55,50,55,50,50,50,3,25,45,109,12,3,1,4,10,2,28,2,,0,0,0,1
47146,SP,WYATT CROWELL,TB,AAA,24,L,47,50,N,N,N,N,Normal,50,40,50,55,55,40,55,65,45,40,50,50,50,40,50,60,3,50,50,291,28,17,1,5,35,2,61,3,,6,0,2,2
32237,SP,ZACH EFLIN,ATH,MLB,32,R,50,50,N,N,N,N,Normal,40,70,55,45,40,70,50,45,40,70,55,50,40,70,55,45,6,55,55,218,37,11,0,7,11,1,33,1,,2,0,4,1
24636,SP,BOWDEN FRANCIS,SF,MLB,30,R,50,50,N,N,N,N,Normal,50,60,65,45,45,60,60,45,50,65,65,45,50,60,65,45,4,50,50,737,109,37,6,24,56,3,135,0,,5,0,14,2
39743,RP,KEVIN GINKEL,CHC,MLB,32,R,50,50,N,N,N,N,Normal,50,50,50,50,50,50,50,50,50,50,55,50,50,50,50,50,2,30,50,147,26,9,0,1,9,0,35,1,,4,0,3,1
24044,SP,COLTON GORDON,WSH,MLB,27,L,50,50,N,N,N,N,Normal,45,55,55,50,50,55,55,50,45,55,55,45,50,60,55,50,5,50,60,769,118,37,1,29,54,5,172,7,,7,2,9,3
24936,RP,TYLER HOLTON,TB,MLB,30,L,50,50,N,L,H,N,Normal,45,60,65,55,45,55,65,55,45,60,65,55,45,60,65,55,6,35,55,656,103,34,5,16,41,0,107,10,,6,1,12,3
30520,RP,ADRIAN HOUSER,NYM,MLB,33,R,50,50,N,N,N,N,Normal,45,50,55,55,45,50,50,50,45,50,55,55,45,50,55,55,5,55,55,765,111,39,4,19,68,5,133,2,,10,0,18,4
40413,SP,NICK LODOLO,BAL,AAA,28,L,49,50,N,N,N,N,Normal,50,50,50,50,55,50,55,50,50,50,50,50,55,50,50,50,4,50,60,453,52,24,1,13,39,2,111,9,,4,0,8,2
51975,RP,PAYTON MARTIN,TOR,MLB,22,R,40,50,H,N,N,H,Normal,45,45,50,40,45,45,50,40,45,45,50,45,55,50,50,50,3,55,45,46,12,1,0,1,5,0,6,2,,2,0,3,0
54103,CL,BRYCE MAYER,BAL,AAA,24,R,39,50,N,N,N,N,Normal,50,45,50,40,45,45,50,40,50,45,50,40,55,50,50,45,4,60,45,18,2,0,0,1,0,0,6,0,,0,0,0,0
32119,SP,LANCE MCCULLERS JR.,CHC,MLB,32,R,50,50,N,L,N,N,Wrecked,50,45,55,50,50,45,55,55,45,45,55,50,50,45,55,50,5,50,55,563,56,29,1,10,55,0,140,3,,1,0,6,1
1478,SP,DAVID PETERSON,HOU,MLB,31,L,50,50,L,N,H,N,Normal,45,45,50,55,55,50,50,70,45,45,50,50,45,45,50,55,5,50,55,503,79,18,1,11,54,0,104,2,,4,0,9,6
46834,SP,JOE ROCK,AZ,AAA,26,L,48,50,N,N,N,N,Normal,50,50,50,50,50,55,55,50,45,50,50,45,50,50,50,50,4,55,50,434,63,31,2,12,23,4,73,6,,1,0,9,1
34098,CL,MANUEL RODRIGUEZ,TB,AA,30,R,50,50,N,N,N,N,Normal,50,55,55,55,45,50,50,50,50,55,55,65,50,55,55,55,3,30,50,55,10,1,0,2,7,2,13,2,,0,0,0,0
53444,RP,DIKEMBER SANCHEZ,CHC,MLB,22,R,43,50,N,N,N,N,Normal,45,50,50,55,40,45,45,50,45,50,50,65,50,55,50,60,3,30,55,340,57,19,2,8,33,0,59,1,,2,0,2,3
48914,SP,AJ SMITH-SHAWVER,ATL,MLB,23,R,49,50,N,N,N,N,Normal,50,45,55,45,50,45,55,45,50,45,55,45,60,45,55,55,4,45,50,43,8,0,1,1,4,1,9,0,,1,0,3,0
20267,CL,COLLIN SNIDER,NYM,MLB,30,R,50,50,N,N,N,N,Normal,55,50,55,50,55,55,50,45,55,50,55,50,55,50,55,50,3,25,45,221,32,8,2,9,17,1,54,3,,1,0,1,1
49605,SP,WILL WARREN,NYY,MLB,27,R,47,50,H,N,L,N,Normal,50,50,55,50,45,45,50,45,50,50,55,50,55,50,55,50,5,50,45,72,4,4,0,7,10,1,10,1,,0,0,0,0
50800,SP,WILL WATSON,STL,AA,23,R,37,50,H,L,N,N,Normal,45,40,50,40,40,40,50,40,45,40,55,45,55,45,50,50,4,45,35,42,3,0,0,2,4,0,7,0,,0,0,1,0
48096,RP,JACK WENNINGER,WSH,MLB,24,R,42,50,N,N,N,N,Normal,50,45,50,45,45,45,50,45,50,50,50,45,50,55,50,50,5,60,35,232,36,10,1,10,21,1,44,2,,2,0,9,2
197,SP,AARON ASHBY,CLE,MLB,28,L,49,49,N,L,N,N,Normal,50,45,50,55,60,45,55,60,50,45,50,50,50,45,50,55,5,40,55,746,92,28,1,17,83,4,158,13,,4,0,14,4
40815,RP,ANTHONY BENDER,FW,MLB,31,R,49,49,N,N,N,N,Normal,50,45,45,60,45,45,40,50,60,50,45,70,50,45,45,60,3,25,55,85,13,7,1,1,9,5,19,1,,0,0,1,0
32223,SP,JOSE BERRIOS,TOR,MLB,32,R,49,49,N,N,H,N,Normal,45,55,55,50,45,55,55,50,45,55,55,50,45,55,55,50,5,65,50,788,127,39,2,22,61,4,128,6,,3,0,19,9
20931,RP,GERRIT COLE,NYY,MLB,36,R,49,49,N,N,N,H,Normal,50,55,55,45,55,55,55,50,50,55,55,45,50,55,55,45,5,40,30,220,30,15,0,11,10,1,55,1,,2,0,7,1
32656,CL,DANNY COULOMBE,MIA,MLB,36,L,49,49,N,N,N,N,Fragile,45,55,50,55,45,55,55,55,45,55,50,50,45,55,50,55,4,30,60,276,47,11,1,6,22,5,50,2,,2,0,1,1
41575,SP,LUIS DE AVILA,KC,AAA,25,L,43,49,L,N,N,N,Durable,40,45,45,50,40,45,50,55,40,45,45,50,50,45,45,50,5,55,45,74,10,0,1,1,8,0,11,0,,0,0,0,0
38095,RP,SERANTHONY DOMINGUEZ,HOU,MLB,31,R,49,49,N,N,N,N,Normal,55,45,55,55,50,40,50,50,60,45,60,65,55,45,55,55,3,30,55,308,52,17,2,5,40,7,63,2,,3,0,2,2
45607,SP,JACK DREYER,TUC,MLB,27,L,49,49,N,N,L,N,Normal,50,50,55,45,55,50,55,50,50,50,55,45,50,50,55,50,3,40,55,336,41,18,1,8,22,1,78,2,,2,0,2,2
40629,SP,MASON ENGLERT,KC,MLB,26,R,49,49,N,N,N,H,Normal,45,60,55,50,45,60,55,50,45,65,55,50,45,60,55,55,5,40,40,706,122,37,2,20,48,6,140,7,,4,0,21,3
47438,SP,RICHARD FITTS,BOS,MLB,26,R,48,49,N,L,N,N,Normal,45,55,50,45,45,55,50,45,45,55,55,50,45,60,50,50,5,50,45,7,2,1,0,0,1,1,1,0,,0,0,0,0
1176,SP,JACK FLAHERTY,ATH,MLB,30,R,49,49,N,H,N,N,Normal,50,50,55,45,50,45,55,45,55,50,55,50,50,50,55,45,5,50,50,835,121,36,8,24,65,6,182,11,,8,0,20,3
20575,SP,LUIS GIL,NYY,MLB,28,R,49,49,N,N,N,N,Normal,55,40,65,45,50,40,60,45,55,40,70,50,55,40,65,45,3,55,50,749,105,20,2,22,82,2,157,9,,6,0,12,5
54564,SP,GARY GILL HILL,MIA,AAA,21,R,46,49,N,L,H,N,Normal,40,50,55,50,40,45,50,50,40,50,55,55,45,55,55,50,4,50,40,248,40,13,2,8,22,4,44,0,,1,0,6,0
25942,SP,RYAN GUSTO,HOU,AAA,27,R,49,49,N,N,N,N,Normal,50,50,55,50,50,50,55,50,50,50,55,50,50,50,55,50,6,55,45,24,5,0,0,0,0,0,4,0,,0,0,0,0
24692,RP,SETH HALVORSEN,COL,MLB,26,R,47,49,N,H,N,N,Normal,55,45,50,50,50,45,50,45,55,45,50,50,55,50,50,55,3,30,50,15,4,0,0,0,2,0,3,1,,0,0,0,0
15232,RP,IAN HAMILTON,NYY,MLB,31,R,49,49,N,N,N,N,Normal,55,45,55,55,55,45,50,55,55,45,55,60,55,45,55,55,3,30,55,257,44,20,3,8,40,12,50,4,,5,0,2,0
48449,SP,THOMAS HARRINGTON,PIT,MLB,25,R,49,49,N,H,N,N,Normal,45,55,55,50,45,55,50,50,45,55,55,50,50,55,55,50,5,50,45,70,10,4,0,1,5,0,11,1,,0,0,1,0
42434,RP,RONNY HENRIQUEZ,TOR,MLB,26,R,49,49,N,N,N,N,Normal,55,45,50,50,55,45,50,45,55,45,55,50,55,50,50,55,3,30,50,300,55,12,0,9,28,9,75,2,,0,0,6,2
20746,SP,TANNER HOUCK,BOS,MLB,30,R,49,49,N,N,N,N,Normal,45,50,55,50,40,50,50,45,45,55,55,55,45,50,55,50,4,60,50,621,97,27,3,14,51,5,112,4,,2,0,11,3
20869,SP,KC HUNT,TOR,MLB,26,R,47,49,N,L,N,H,Normal,50,50,55,45,50,50,50,45,50,50,55,45,50,50,55,50,4,50,40,634,93,31,2,31,52,1,132,6,,4,0,13,4
37675,CL,RAISEL IGLESIAS,WSH,MLB,36,R,49,49,N,N,N,N,Normal,50,65,55,45,45,60,50,45,55,70,55,50,50,65,55,45,3,25,40,264,44,13,1,6,19,6,58,3,,5,0,2,1
23984,RP,KENLEY JANSEN,HOU,MLB,38,R,49,49,N,N,H,N,Normal,50,50,50,50,50,50,50,45,55,50,50,55,50,50,50,50,3,30,35,294,49,9,3,7,30,7,64,3,,1,0,12,0
36275,SP,YUSEI KIKUCHI,STL,MLB,35,L,49,49,N,N,H,N,Normal,50,50,45,45,50,50,50,45,50,50,45,45,50,50,45,45,4,60,65,669,102,35,3,19,55,6,141,2,,5,0,7,3
20745,CL,BRYAN KING,HOU,AAA,29,L,47,49,N,H,N,N,Normal,50,55,50,50,65,60,55,65,45,50,50,45,65,60,50,55,3,30,55,21,1,1,0,1,1,1,6,0,,1,0,0,0
34272,SP,PABLO LOPEZ,MIN,MLB,30,R,49,49,N,N,N,N,Normal,50,55,50,45,45,55,50,45,50,60,50,50,50,55,50,45,5,60,55,744,96,30,4,38,56,4,164,7,,5,0,19,2
31282,RP,SETH LUGO,LAD,MLB,36,R,49,49,N,N,N,N,Normal,40,60,50,55,40,55,50,50,40,60,50,55,40,60,50,55,7,60,55,706,127,30,9,18,61,11,119,8,,5,0,12,2
33581,RP,SEAN MANAEA,NYM,MLB,34,L,49,49,H,N,H,N,Normal,50,50,55,45,55,50,55,50,50,50,55,45,50,50,55,45,5,55,60,708,96,25,8,25,49,1,165,7,,3,0,17,1
46307,SP,MICHAEL MCGREEVY,STL,MLB,26,R,49,49,N,N,N,N,Normal,40,55,55,50,40,55,55,50,40,55,55,50,45,60,55,50,6,50,40,208,35,5,1,6,12,0,36,0,,0,0,6,3
27,RP,TREVOR MEGILL,BOS,MLB,32,R,49,49,N,N,N,N,Normal,55,45,45,45,60,45,50,50,55,45,45,45,55,45,45,45,2,30,45,222,23,8,2,6,22,2,47,2,,3,0,4,1
43441,SP,MAX MEYER,MIA,MLB,27,R,49,49,N,N,N,N,Normal,50,50,50,50,50,50,50,50,50,45,50,50,50,50,50,50,3,40,50,650,106,40,3,19,55,4,136,2,,4,0,11,7
43630,SP,BRYCE MILLER,SEA,AAA,28,R,49,49,N,N,N,N,Normal,45,55,65,45,45,55,60,45,50,60,65,50,45,55,65,45,6,60,45,679,96,39,3,17,62,6,146,2,,6,1,11,5
30556,SP,JOE MUSGROVE,SD,MLB,33,R,49,49,N,N,N,N,Normal,45,55,55,45,45,55,50,45,45,55,55,50,45,55,55,45,5,45,50,447,80,20,2,16,33,3,94,6,,4,0,14,1
26053,SP,CHRIS PADDACK,TOR,MLB,30,R,49,49,N,N,N,N,Normal,45,55,45,45,45,50,45,45,50,60,45,50,45,55,45,45,5,50,40,640,99,30,1,19,39,1,117,3,,8,0,19,5
44030,SP,ANDRE PALLANTE,AZ,MLB,28,R,49,49,N,N,N,N,Normal,40,45,50,65,40,45,50,55,45,45,50,70,40,45,50,65,4,45,50,757,118,28,4,12,86,3,131,4,,5,0,20,6
34852,SP,THOMAS PANNONE,AZ,MLB,32,L,49,49,L,N,N,N,Normal,40,65,50,50,45,80,55,65,35,65,50,50,40,65,50,50,5,50,60,748,108,34,7,21,39,3,142,6,,2,0,10,4
46308,CL,RJ PETIT,FW,MLB,26,R,49,49,N,N,N,N,Normal,55,50,55,50,55,50,55,50,50,50,55,50,55,50,55,55,4,30,45,159,25,5,0,2,13,1,44,6,,0,0,2,2
29474,SP,ROBBIE RAY,SF,MLB,34,L,49,49,N,N,N,N,Fragile,50,50,55,40,55,50,55,45,50,50,55,40,50,50,55,40,4,45,60,672,85,29,5,23,48,2,147,7,,5,0,11,3
24619,SP,CARLOS RODRIGUEZ,SD,AAA,24,R,43,49,H,N,N,N,Normal,45,45,55,45,45,45,50,40,50,45,55,45,60,45,55,45,5,55,40,28,4,0,0,0,3,0,12,1,,0,0,1,0
39438,RP,JORDAN ROMANO,MIN,MLB,33,R,49,49,N,L,N,N,Normal,50,50,55,50,55,50,50,50,50,50,60,50,50,50,55,50,2,25,50,287,41,10,2,4,31,9,82,2,,3,0,6,0
1663,RP,JOJO ROMERO,SD,MLB,30,L,49,49,N,N,N,N,Normal,50,50,55,55,55,55,60,65,50,50,50,50,50,50,55,55,4,25,50,280,43,15,2,4,35,11,52,1,,5,0,3,0
47334,SP,RIVER RYAN,LAD,MLB,28,R,49,49,N,N,N,N,Normal,50,45,55,50,50,45,55,50,55,45,55,50,50,45,55,50,6,55,30,49,7,0,0,3,5,0,7,0,,1,0,2,0
23341,RP,PATRICK SANDOVAL,BOS,MLB,29,L,49,49,N,H,N,N,Normal,50,45,45,55,50,45,45,65,50,45,45,55,50,45,45,55,5,50,60,672,100,27,2,15,73,3,127,9,,5,0,13,3
49737,SP,TYLER SCHWEITZER,ATH,MLB,26,L,49,49,N,N,N,N,Normal,45,55,50,50,45,55,55,50,45,55,50,50,45,55,50,50,4,45,55,700,117,40,3,24,48,4,150,5,,3,0,15,3
48349,SP,JUSTIN SINIBALDI,SEA,AA,24,L,33,49,N,N,N,N,Normal,35,40,45,40,35,40,45,40,35,40,45,40,45,55,45,50,3,55,50,34,5,1,0,1,5,0,5,1,,0,0,2,0
35950,RP,GREGORY SOTO,BOS,MLB,31,L,49,49,N,H,N,N,Normal,55,45,50,60,55,45,55,65,55,45,50,55,55,45,50,60,3,25,50,268,22,8,2,5,40,4,72,3,,0,0,4,0
48786,SP,GAVIN STONE,LAD,MLB,27,R,49,49,N,N,N,N,Normal,45,50,55,50,45,50,50,50,45,50,55,50,45,50,55,50,6,45,45,136,18,13,0,2,10,0,25,0,,3,0,2,0
45621,RP,JORDAN WICKS,CHC,MLB,27,L,49,49,N,N,N,N,Normal,45,55,55,55,45,55,55,50,45,55,50,55,50,55,55,55,4,40,65,444,77,25,1,18,20,0,102,1,,1,0,5,3
27157,SP,JOSH WINCKOWSKI,MIL,MLB,28,R,49,49,N,L,N,N,Normal,40,55,45,50,40,55,45,50,40,55,50,55,40,55,45,55,5,45,45,703,123,25,2,16,56,2,130,4,,5,0,15,7
42290,SP,BRAYAN BELLO,BOS,AAA,27,R,48,48,N,N,N,N,Normal,45,50,45,55,40,45,45,50,50,50,45,60,45,50,45,55,4,50,50,23,8,1,0,1,1,0,3,0,,0,0,0,0
38871,RP,YENNIER CANO,BAL,MLB,32,R,48,48,N,H,N,N,Normal,50,50,50,55,45,45,50,50,50,50,55,65,50,50,50,55,4,30,45,33,5,1,1,1,3,0,6,0,,0,0,0,0
43793,SP,MATT CANTERINO,COL,MLB,28,R,48,48,N,N,N,N,Fragile,50,45,55,55,50,45,55,50,50,45,55,55,50,45,55,55,3,45,35,368,58,11,1,8,42,3,77,3,,3,0,15,4
24048,SP,JOEY CANTILLO,CLE,MLB,26,L,48,48,N,N,N,L,Normal,50,45,55,50,50,45,55,50,50,45,55,50,50,45,55,55,4,45,50,200,24,10,0,4,26,1,46,1,,0,0,4,0
41488,SP,CADE CAVALLI,WSH,MLB,28,R,46,48,N,N,N,N,Normal,50,40,50,45,50,40,50,45,50,40,55,45,55,45,50,50,4,55,40,49,6,1,0,4,2,0,12,0,,0,0,1,0
24966,SP,ALEX COBB,COL,MLB,38,R,48,48,N,N,N,N,Fragile,40,50,45,55,40,50,45,50,40,50,50,55,40,50,45,55,4,50,50,49,7,1,0,1,4,0,8,0,,0,0,0,0
49560,SP,WILL DION,TUC,MLB,26,L,48,48,H,H,N,L,Normal,45,55,50,50,45,55,55,50,45,55,50,50,45,55,50,50,5,40,55,706,128,31,1,25,45,3,150,0,,3,0,11,3
1912,RP,CAMILO DOVAL,KC,MLB,29,R,48,48,N,L,N,N,Normal,55,40,55,55,55,40,50,55,60,40,55,60,65,40,55,60,3,30,55,133,18,5,1,1,25,4,31,1,,1,0,1,0
35606,RP,CARLOS ESTEVEZ,STL,MLB,33,R,48,48,N,L,N,N,Normal,50,55,55,50,45,50,55,45,50,55,55,55,50,55,55,50,3,30,50,309,42,19,3,7,28,6,66,2,,2,0,2,0
35,SP,ERICK FEDDE,AZ,MLB,33,R,48,48,N,N,N,N,Fragile,45,50,50,45,45,50,50,45,50,55,55,50,45,50,50,45,4,50,45,52,7,1,0,1,1,0,11,0,,0,1,2,0
20207,CL,CALEB FERGUSON,WSH,MLB,30,L,48,48,N,L,N,N,Normal,50,45,45,55,50,45,45,55,50,45,45,55,50,45,45,55,4,30,40,245,21,5,3,6,27,4,63,2,,1,0,2,1
33204,RP,DYLAN FLORO,NYM,MLB,35,R,48,48,N,N,N,N,Normal,40,55,50,60,35,50,45,50,40,55,50,75,40,55,50,60,4,30,50,315,52,11,2,5,24,6,50,2,,6,0,3,3
33558,SP,JON GRAY,WSH,MLB,34,R,48,48,N,L,N,N,Fragile,45,50,50,50,45,50,50,45,45,55,50,50,45,50,50,50,4,45,55,522,77,27,1,21,41,0,105,3,,1,0,18,3
21844,RP,SONNY GRAY,PHI,MLB,36,R,48,48,N,N,N,H,Normal,50,55,55,45,50,55,55,45,50,55,55,45,50,55,55,45,6,55,55,822,116,26,4,31,59,4,162,5,,7,1,18,8
40821,SP,DL HALL,FW,AAA,28,L,48,48,N,H,N,N,Fragile,50,40,50,55,55,40,50,55,50,40,50,50,50,40,50,55,4,45,60,462,59,20,4,11,62,3,101,5,,2,0,5,5
26409,SP,THOMAS HATCH,LAA,MLB,31,R,48,48,N,N,N,N,Normal,40,50,50,50,40,50,50,50,45,55,55,55,40,50,50,50,4,50,50,344,45,14,2,12,24,1,65,5,,2,0,8,2
136843,RP,TITAN HAYES,SEA,MLB,24,R,36,48,N,L,N,H,Normal,45,35,45,45,40,35,40,40,45,35,50,45,55,40,45,55,2,30,40,78,16,3,0,6,7,0,16,0,,0,0,1,0
