//id, del, team_id, Team Name, League Name, LastName, FirstName, NickName, UniformNumber, DayOB, MonthOB, YearOB, NationalityID, Nation, CityID, City, facial_type, Height (cm), Weight (kg), Bats, Throws, Position, ML Service, 40 man roster service, pro years, options used, Contact vL, Gap vL, Power vL, Eye vL, Avoid K vL, BABIP vL, Contract Vr, Gap Vr, Power vR, Eye vR, Ks vR, BABIP vR, Contact Pot, Gap Pot, Power Pot, Eye Pot, Ks Pot, BABIP Pot, HBP, GB Batter type, FB Batter type, speed, steal rate, steal, running, sac bunt, bunt hit,Move vL, Control vL, Movement vR, Control vR, Move Pot, Control Pot, HBP, WP, Balk, Stamina, Hold, GB%, Velocity, ArmSlot, Infield Range, Infield Error, Infield Arm, DP, CatcherAbil, Catcher Arm, OF Range, OF Error, OF Arm, PExp, CExp, 1bExp, 2bExp, 3bExp, ssExp, LFExp, CFExp, RFExp, use expected, expected level, expected ab, expected avg, expected 2b, expected 3b, expected hr, expected bb, expected k, expected hbp, contract y1, contract y2, contract y3, contract y4, contract y5, contract y6, contract y7, contract y8, contract y9, contract y10, contract current year (0 = first year), extension y1, extension y2, extension y3, extension y4, extension y5, extension y6, extension y7, extension y8, extension y9, extension y10, greed, loyalty, play_for_winner, work_ethic, intelligence, leader ability, Stuff Overall, Stuff R/L split, Stuff Pot., Fastball (scale: 0-5), Slider, Curveball, Changeup, Cutter, Sinker, Splitter, Forkball, Screwball, Circlechange, Knucklecurve, Knuckleball, Fastball Pot.(scale: 0-5), Slider Pot., Curveball Pot., Changeup Pot., Cutter Pot., Sinker Pot., Splitter Pot., Forkball Pot., Screwball Pot., Circlechange Pot., Knucklecurve Pot., Knuckleball Pot., Hitter 3B/2B ratio, pbabip, lahman_id, bbref_id, bbrefminors_id, twitter_handle, Catcher Framing, Velo Pot,
402,0,29,Brooklyn Jaguars,Baseline League,Ryan,Scott,,5,23,8,1998,206,The United States,55211,New York,4,195,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,2,1,0,16,28,4,16,100,100,358,382,358,382,358,382,5,3,1,100,116,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.252,0,0,19,49,126,5,3200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,1,392,380,390,390,400,0,0,0,0,0,0,0,0,380,390,390,400,0,0,0,0,0,0,0,0,0,110,,,,,7,10,eol
438,0,29,Brooklyn Jaguars,Baseline League,Limones,William,,9,7,7,1998,56,Dominican Republic,71432,Santo Domingo,4,190,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,1,0,0,4,11,5,1,100,100,379,442,379,442,379,442,5,3,1,100,170,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.234,0,0,17,36,155,5,2600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,1,418,370,410,410,410,0,0,0,0,0,0,0,0,370,410,410,410,0,0,0,0,0,0,0,0,0,108,,,,,11,10,eol
447,0,29,Brooklyn Jaguars,Baseline League,Jensen,Sean,,50,21,4,1998,206,The United States,25135,Fortuna Foothills,4,185,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,1,1,2,6,12,4,5,100,100,441,375,441,375,441,375,5,3,1,100,116,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.246,0,0,11,51,120,5,9500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,1,396,403,400,410,400,0,0,0,0,0,0,0,0,403,400,410,400,0,0,0,0,0,0,0,0,0,109,,,,,1,10,eol
705,0,29,Brooklyn Jaguars,Baseline League,Johnson,Mike,,1,24,6,1998,206,The United States,19819,Dublin,4,190,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,1,1,0,6,16,7,1,100,100,447,420,447,420,447,420,5,3,1,100,110,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.229,0,0,11,40,148,5,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,1,439,420,420,420,415,0,0,0,0,0,0,0,0,420,420,420,415,0,0,0,0,0,0,0,0,0,112,,,,,6,10,eol
761,0,29,Brooklyn Jaguars,Baseline League,Taft,Cole,,61,28,12,1998,206,The United States,13181,Chicago,4,189,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,2,1,0,13,3,5,22,100,100,173,435,173,435,173,435,5,3,1,100,107,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.24,0,0,33,38,154,5,5500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,1,285,150,150,150,150,0,150,150,150,150,0,0,0,150,150,150,150,0,150,150,150,150,0,0,0,0,153,,,,,6,10,eol
1701,0,29,Brooklyn Jaguars,Baseline League,Strauss,Nate,,27,21,10,1998,206,The United States,86066,Woodstock,4,182,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,3,2,2,6,1,4,11,100,100,449,364,449,364,449,364,5,3,1,100,114,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.233,0,0,11,54,147,5,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,1,444,443,420,420,420,0,0,0,0,0,0,0,0,443,420,420,420,0,0,0,0,0,0,0,0,0,102,,,,,4,10,eol
53,0,27,Jersey City Timberjacks,Baseline League,Guerra,Rodolfo,,29,21,10,1998,136,Nicaragua,75041,Somotillo,5,180,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,3,1,0,20,4,5,37,100,100,428,396,428,396,428,396,5,3,1,100,136,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.222,0,0,12,46,155,5,3600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,1,344,325,320,320,320,0,0,0,0,0,0,0,0,325,320,320,320,0,0,0,0,0,0,0,0,0,125,,,,,10,10,eol
153,0,27,Jersey City Timberjacks,Baseline League,McNally,Paul,,10,7,12,1998,206,The United States,65015,Randolph,4,190,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,3,2,1,28,19,5,45,100,100,397,447,397,447,397,447,5,3,1,100,46,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.236,0,0,15,35,152,5,5500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,1,298,243,220,220,220,0,0,0,0,0,0,0,0,243,220,220,220,0,0,0,0,0,0,0,0,0,102,,,,,10,9,eol
301,0,27,Jersey City Timberjacks,Baseline League,Bush,Chris,,19,17,4,1998,206,The United States,83395,Villa Park,4,186,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,2,0,2,3,5,5,1,100,100,416,442,416,442,416,442,5,3,1,100,65,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.24,0,0,13,36,136,5,9500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,1,399,403,400,405,400,0,0,0,0,0,0,0,0,403,400,405,400,0,0,0,0,0,0,0,0,0,107,,,,,1,11,eol
538,0,27,Jersey City Timberjacks,Baseline League,Williams,Aaron,,29,26,12,1998,206,The United States,65381,Redwood City,4,181,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,1,1,0,34,13,16,55,100,100,462,324,462,324,462,324,5,3,1,100,130,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.239,0,0,10,64,133,5,3400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,1,434,420,420,420,414,0,0,0,0,0,0,0,0,420,420,420,414,0,0,0,0,0,0,0,0,0,103,,,,,11,10,eol
1673,0,27,Jersey City Timberjacks,Baseline League,Rodas,Juan,,11,27,11,1998,210,Venezuela,15992,Cumana,1,187,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,2,1,0,12,22,5,12,100,100,419,468,419,468,419,468,5,3,1,100,116,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.231,0,0,13,31,157,5,650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,1,444,443,420,420,420,0,0,0,0,0,0,0,0,443,420,420,420,0,0,0,0,0,0,0,0,0,102,,,,,9,9,eol
1693,0,27,Jersey City Timberjacks,Baseline League,Gershenson,Nick,,7,31,1,1998,206,The United States,60238,Pontiac,4,193,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,3,1,1,7,22,5,1,100,100,425,399,425,399,425,399,5,3,1,100,191,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.25,0,0,13,45,114,5,650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,1,136,0,50,80,75,0,75,75,75,75,0,0,75,0,50,80,75,0,75,75,75,75,0,0,75,0,110,,,,,6,10,eol
103,0,32,Charlotte Copperheads,Baseline League,Ondrasek,Pete,,16,1,4,1998,206,The United States,32475,Hoosick Falls,4,198,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,1,2,1,10,2,3,18,100,100,449,377,449,377,449,377,5,3,1,100,118,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.236,0,0,11,50,137,5,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,1,332,300,300,300,300,0,0,0,0,0,0,0,0,300,300,300,300,0,0,0,0,0,0,0,0,0,108,,,,,6,10,eol
398,0,32,Charlotte Copperheads,Baseline League,Scarborough,Noah,,32,29,1,1998,206,The United States,67700,Sacramento,4,188,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,2,2,0,36,2,1,71,100,100,402,420,402,420,402,420,5,3,1,100,117,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.237,0,0,14,40,135,5,10500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,1,288,149,150,150,150,0,150,0,150,150,0,0,0,149,150,150,150,0,150,0,150,150,0,0,0,0,121,,,,,7,10,eol
603,0,32,Charlotte Copperheads,Baseline League,Lara,Danny,,6,21,4,1998,210,Venezuela,47987,Maracaibo,5,184,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,1,2,2,2,6,3,1,100,100,421,393,421,393,421,393,5,3,1,100,60,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.252,0,0,13,46,113,5,2800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,1,436,420,420,420,416,0,0,0,0,0,0,0,0,420,420,420,416,0,0,0,0,0,0,0,0,0,107,,,,,10,10,eol
698,0,32,Charlotte Copperheads,Baseline League,Cervantes,Tony,,26,10,6,1998,206,The United States,1335,Albany,5,188,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,2,1,2,6,16,7,1,100,100,400,402,400,402,400,402,5,3,1,100,82,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.252,0,0,15,44,117,5,11000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,1,453,460,430,430,425,0,0,0,0,0,0,0,0,440,430,430,425,0,0,0,0,0,0,0,0,0,109,,,,,4,10,eol
704,0,32,Charlotte Copperheads,Baseline League,Whitfield,John,,27,18,4,1998,206,The United States,83990,Vallejo,4,188,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,2,0,1,10,25,5,6,100,100,399,386,399,386,399,386,5,3,1,100,40,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.249,0,0,15,48,123,5,9648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,1,377,370,380,380,380,0,0,0,0,0,0,0,0,370,380,380,380,0,0,0,0,0,0,0,0,0,107,,,,,7,9,eol
835,0,32,Charlotte Copperheads,Baseline League,Chambers,Matt,,85,26,11,1998,206,The United States,81264,Troy,4,185,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,2,1,0,3,6,7,1,100,100,302,417,302,417,302,417,5,3,1,100,19,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.259,0,0,24,41,125,5,12000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,1,163,50,90,100,100,0,100,100,100,100,0,0,0,50,90,100,100,0,100,100,100,100,0,0,0,0,111,,,,,3,9,eol
45,0,17,Detroit Arsenal,Baseline League,Ford,Sean,,34,10,7,1998,206,The United States,73690,Shoreview,4,199,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,3,0,0,4,13,3,1,100,100,315,326,315,326,315,326,5,3,1,100,20,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.254,0,0,23,63,132,5,2600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,1,448,440,420,420,430,0,0,0,0,0,0,0,0,440,420,420,430,0,0,0,0,0,0,0,0,0,109,,,,,9,11,eol
90,0,17,Detroit Arsenal,Baseline League,Castro,Luis,,8,10,1,1998,124,Mexico,63993,Querétaro,5,181,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,1,0,1,52,26,42,70,100,100,410,449,410,449,410,449,5,3,1,100,170,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.23,0,0,14,35,152,5,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,1,405,410,400,400,400,0,0,0,0,0,0,0,0,410,400,400,400,0,0,0,0,0,0,0,0,0,113,0,113,,,7,10,eol
104,0,17,Detroit Arsenal,Baseline League,Martinez,Jesus,,2,19,6,1998,206,The United States,55161,New Paris,1,199,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,1,1,2,7,21,6,1,100,100,475,452,475,452,475,452,5,3,1,100,150,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.224,0,0,9,34,159,5,4600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,1,419,400,410,410,410,0,0,0,0,0,0,0,0,400,410,410,410,0,0,0,0,0,0,0,0,0,102,,,,,1,10,eol
339,0,17,Detroit Arsenal,Baseline League,Dubois,Akim,,11,11,4,1998,210,Venezuela,58483,Petare,4,188,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,3,2,2,20,13,3,33,100,100,444,359,444,359,444,359,5,3,1,100,77,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.24,0,0,11,55,133,5,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,1,396,409,400,400,400,0,0,0,0,0,0,0,0,409,400,400,400,0,0,0,0,0,0,0,0,0,106,,,,,8,10,eol
790,0,17,Detroit Arsenal,Baseline League,Garasi,Ruben,,11,12,5,1998,206,The United States,19844,Duarte,5,179,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,2,1,2,4,13,3,1,100,100,431,448,431,448,431,448,5,3,1,100,14,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.231,0,0,12,35,148,5,7500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,1,423,400,410,414,410,0,0,0,0,0,0,0,0,400,410,414,410,0,0,0,0,0,0,0,0,0,112,,,,,3,10,eol
801,0,17,Detroit Arsenal,Baseline League,Lockett,Brandon,,11,14,10,1998,206,The United States,2406,Altoona,1,185,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,1,0,2,14,16,2,20,100,100,476,434,476,434,476,434,5,3,1,100,181,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.23,0,0,9,38,148,5,2800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,1,414,403,400,421,400,0,0,0,0,0,0,0,0,403,400,421,400,0,0,0,0,0,0,0,0,0,102,,,,,6,10,eol
107,0,20,Indianapolis Quakers,Baseline League,Clavel,Francisco,,17,1,10,1998,56,Dominican Republic,69965,San Francisco de Macorís,1,181,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,2,1,1,65,35,71,77,100,100,414,402,414,402,414,402,5,3,1,100,132,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.253,0,0,13,44,141,5,2713500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,1,385,395,390,390,390,0,0,0,0,0,0,0,0,395,390,390,390,0,0,0,0,0,0,0,0,0,71,69,,,,4,10,eol
194,0,20,Indianapolis Quakers,Baseline League,Riener,Troy,,46,8,10,1998,206,The United States,77024,Surfside,4,183,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,1,1,0,3,8,4,1,100,100,396,424,396,424,396,424,5,3,1,100,105,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.241,0,0,15,40,136,5,11500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,1,437,420,420,420,408,0,0,0,0,0,0,0,0,420,420,420,408,0,0,0,0,0,0,0,0,0,110,,,,,4,11,eol
308,0,20,Indianapolis Quakers,Baseline League,Milstein,Robbie,,7,18,7,1998,206,The United States,49854,Metairie,4,193,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,1,2,0,7,26,1,1,100,100,359,282,359,282,359,282,5,3,1,100,1,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.254,0,0,19,73,125,5,7000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,1,443,440,420,420,420,0,0,0,0,0,0,0,0,440,420,420,420,0,0,0,0,0,0,0,0,0,104,,,,,7,10,eol
347,0,20,Indianapolis Quakers,Baseline League,Munoz,Antonio,,41,18,12,1998,206,The United States,50908,Mobile,5,182,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,3,0,2,6,1,4,11,100,100,449,434,449,434,449,434,5,3,1,100,166,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.228,0,0,11,38,148,5,11500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,1,399,403,400,405,400,0,0,0,0,0,0,0,0,403,400,405,400,0,0,0,0,0,0,0,0,0,113,,,,,10,10,eol
411,0,20,Indianapolis Quakers,Baseline League,Torres,Ricardo,,35,20,9,1998,210,Venezuela,95581,Cariaco,5,180,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,3,0,0,17,22,2,23,100,100,293,393,293,393,293,393,5,3,1,100,157,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.244,0,0,25,46,156,5,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,1,514,450,440,465,460,0,0,0,0,0,0,0,0,450,440,465,460,0,0,0,0,0,0,0,0,0,108,,,,,3,11,eol
1715,0,20,Indianapolis Quakers,Baseline League,Crane,Ben,,18,7,10,1998,206,The United States,65079,Rapid City,4,192,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,3,1,2,6,18,5,1,100,100,422,406,422,406,422,406,5,3,1,100,75,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.226,0,0,13,43,160,5,650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,1,425,420,420,420,412,0,0,0,0,0,0,0,0,420,420,420,412,0,0,0,0,0,0,0,0,0,109,,,,,11,9,eol
252,0,21,Chicago Broncos,Baseline League,Barajas,Roberto,,46,2,1,1998,206,The United States,81480,Tucson,5,199,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,2,1,0,3,4,7,1,100,100,442,440,442,440,442,440,5,3,1,100,6,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.252,0,0,11,36,147,5,4800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,1,442,425,410,420,420,0,0,0,0,0,0,0,0,425,410,420,420,0,0,0,0,0,0,0,0,0,60,,,,,8,9,eol
309,0,21,Chicago Broncos,Baseline League,Wright,David,,21,25,12,1998,206,The United States,50908,Mobile,4,189,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,3,2,0,3,11,2,1,100,100,395,433,395,433,395,433,5,3,1,100,118,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.229,0,0,15,38,151,5,3200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,1,402,405,400,415,400,0,0,0,0,0,0,0,0,405,400,415,400,0,0,0,0,0,0,0,0,0,121,,,,,3,9,eol
637,0,21,Chicago Broncos,Baseline League,Johnson,Alex,,17,19,5,1998,206,The United States,33052,Huntington,1,178,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,2,2,1,19,26,6,22,100,100,386,462,386,462,386,462,5,3,1,100,101,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.22,0,0,16,32,159,5,6500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,1,384,401,402,400,400,0,0,0,0,0,0,0,0,401,402,400,400,0,0,0,0,0,0,0,0,0,139,,,,,9,9,eol
1635,0,21,Chicago Broncos,Baseline League,Blackwood,Justin,,8,25,9,1998,206,The United States,49808,Mesa,4,189,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,3,2,1,10,22,4,8,100,100,438,386,438,386,438,386,5,3,1,100,35,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.246,0,0,12,48,118,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,1,266,198,100,100,100,0,100,100,100,200,0,0,0,198,100,100,100,0,100,100,100,200,0,0,0,0,112,,,,,1,10,eol
1642,0,21,Chicago Broncos,Baseline League,Baxter,Kyle,,48,27,5,1998,206,The United States,83019,Virginia Beach,4,186,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,1,0,2,22,26,1,32,100,100,411,403,411,403,411,403,5,3,1,100,42,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.248,0,0,14,44,122,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,1,436,420,420,420,416,0,0,0,0,0,0,0,0,420,420,420,416,0,0,0,0,0,0,0,0,0,107,,,,,8,9,eol
1692,0,21,Chicago Broncos,Baseline League,Ceron,Jon,,3,28,1,1998,49,Cuba,31031,Havana,5,174,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,1,1,0,28,5,4,52,100,100,435,439,435,439,435,439,5,3,1,100,153,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.247,0,0,12,37,153,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,1,420,410,410,410,410,0,0,0,0,0,0,0,0,410,410,410,410,0,0,0,0,0,0,0,0,0,64,,,,,10,10,eol
202,0,18,Memphis Barbarians,Baseline League,Perez,Santos,,20,16,4,1998,56,Dominican Republic,71432,Santo Domingo,5,202,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,1,1,0,9,18,2,9,100,100,317,409,317,409,317,409,5,3,1,100,164,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.242,0,0,23,43,155,5,14000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,1,441,430,384,433,411,0,0,0,0,0,0,0,0,430,384,433,411,0,0,0,0,0,0,0,0,0,107,,,,,9,10,eol
358,0,18,Memphis Barbarians,Baseline League,Tuers,Dustin,,27,21,1,1998,206,The United States,25955,Fontana,4,184,200,1,1,12,0,0,0,0,20,1,1,1,1,1,20,1,1,1,1,1,20,1,1,1,1,1,3,2,2,21,11,6,35,100,100,455,397,455,397,455,397,5,3,1,100,49,54,10,3,50,50,50,50,1,1,1,1,1,200,200,200,200,200,200,200,200,200,0,1,550,0.229,0,0,10,45,146,5,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,1,420,410,410,410,410,0,0,0,0,0,0,0,0,410,410,410,410,0,0,0,0,0,0,0,0,0,113,,,,,11,9,eol
