ID,POS,Name,ORG,Lev,Age,HT,B,OVR,POT,WE,INT,Prone,BABIP,GAP,POW,EYE,K's,BA vL,GAP vL,POW vL,EYE vL,K vL,BA vR,GAP vR,POW vR,EYE vR,K vR,HT P,GAP P,POW P,EYE P,K P,C FRM,C ARM,IF RNG,IF ARM,OF RNG,OF ARM,SPE,STE,RUN
40015,2B,ROGERIO DE LOS SANTOS,-,-,26,6' 1',Right,42,42,N,N,Durable,45,40,35,40,70,45,40,40,45,70,45,40,35,40,65,50,40,35,40,70,20,20,65,60,30,60,50,55,65
16437,C,GABE DEROSIA,Retired,-,36,6' 5',Right,42,42,L,L,Iron Man,30,35,45,55,50,30,35,45,55,50,30,35,45,55,50,30,35,45,55,50,55,55,30,45,30,50,45,50,60
40997,CF,CLINTON DESILUS,KCR,AAA,26,6' 1',Right,42,42,H,H,Normal,50,45,55,55,45,50,45,60,60,50,50,45,50,50,45,50,45,55,55,45,20,20,55,65,55,75,45,40,20
38380,SP,TODD DEVER,BOS,A+,26,6' 0',Right,42,44,N,N,Normal,45,35,30,40,40,45,35,30,40,40,45,35,30,40,40,45,35,30,40,45,20,20,30,60,25,45,25,20,25
38878,1B,D.J. DICKERSON,SF,A+,23,6' 5',Left,42,64,N,N,Normal,50,45,55,45,50,45,40,45,40,45,50,45,60,45,50,55,60,55,50,65,20,20,30,35,20,30,35,35,35
25224,1B,ALEXANDER DOBBINS,PIT,AA,35,6' 2',Left,42,42,L,N,Normal,45,50,50,70,40,45,50,50,60,40,45,50,55,70,40,45,50,50,70,40,20,20,35,35,30,25,45,55,55
37406,1B,NICKY DOCI,KCM,AA,28,6' 2',Right,42,47,N,N,Durable,45,45,50,55,50,45,45,55,60,50,45,45,50,55,50,55,45,65,55,50,40,35,40,45,20,40,20,25,20
30591,LF,NANA OSEI DODOO,ARI,AA,28,6' 1',Left,42,42,N,N,Normal,50,55,45,45,45,50,55,45,45,45,50,55,45,50,45,50,55,45,45,45,20,20,40,40,60,65,60,50,75
38721,C,MARTIN DORADO,-,-,26,6' 0',Right,42,42,H,N,Fragile,45,40,35,30,55,45,40,35,35,55,45,40,35,30,55,45,40,35,30,55,40,70,40,65,35,65,35,40,20
29803,2B,CEDRIC DUNLAP,WAS,A+,25,6' 1',Switch,42,51,N,L,Normal,50,55,45,45,50,50,50,40,40,45,50,55,45,45,50,50,55,55,45,70,20,20,65,60,40,60,65,30,25
34111,CF,MAXI DÍAZ,LOT,INT,27,6' 1',Left,42,42,H,N,Wrecked,45,45,50,60,45,45,40,45,50,40,45,45,55,65,45,50,45,50,60,45,20,20,45,30,60,50,50,55,80
29445,3B,PEDRO DÍAZ,-,-,28,6' 3',Right,42,43,N,N,Normal,45,45,40,45,65,45,50,40,45,65,45,45,35,45,65,45,45,40,50,80,20,20,60,60,35,55,55,75,75
21005,3B,GERWYN EDWARDS,NYM,AA,23,6' 2',Switch,42,53,N,N,Normal,45,50,50,45,45,45,50,55,45,45,45,50,50,45,45,55,65,65,50,50,25,25,55,75,45,60,60,60,65
36152,SS,ALWIN ESTRELLA,CLE,AAA,28,6' 2',Right,42,43,N,N,Normal,45,55,45,50,50,45,55,45,50,50,45,55,45,50,50,50,55,55,50,50,20,20,60,65,45,60,65,40,35
26438,3B,RICKY ESTREMERA,LAD,AAA,24,6' 2',Switch,42,45,N,H,Fragile,50,30,45,45,45,50,30,45,45,45,50,30,45,45,45,50,30,55,45,45,20,20,65,70,50,70,45,45,45
25167,RF,CHENG-YI FAN,MIL,A-,24,5' 11',Left,42,45,H,N,Fragile,50,40,45,45,50,50,40,45,45,50,50,40,45,45,50,50,45,55,55,50,20,20,30,45,55,65,30,30,45
7474,3B,CLINT FAUL,HOU,AAA,34,6' 0',Right,42,42,H,N,Iron Man,50,50,45,75,45,50,50,50,80,45,50,50,45,75,45,50,50,45,75,45,20,20,45,60,40,55,25,35,20
19592,SP,BEN FEN,WAS,A+,23,6' 2',Right,42,42,N,N,Normal,45,40,30,35,40,45,40,30,35,40,45,40,30,35,40,45,40,30,40,45,20,20,30,30,35,40,20,25,20
31342,C,CORTÉZ FERNANDEZ,WAS,A+,23,6' 5',Right,42,46,H,H,Normal,45,40,50,35,45,45,40,50,35,45,45,40,50,35,45,50,50,50,45,50,65,50,35,45,40,40,45,55,35
36305,C,JAKE FLAMME,FLA,AA,24,6' 6',Right,42,48,N,L,Normal,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,50,45,50,45,50,40,45,35,60,35,75,35,20,25
36825,2B,NIC FRIAS,-,-,26,6' 0',Right,42,43,L,L,Normal,45,50,40,55,45,45,50,40,55,45,45,50,40,55,45,50,50,40,55,55,20,20,65,50,30,35,45,60,75
40517,CF,DAVID FRIEBE,MIL,AAA,22,6' 4',Right,42,58,H,N,Normal,50,55,40,45,45,50,55,40,45,45,50,55,40,45,45,50,65,55,45,60,20,20,55,50,70,60,75,60,75
23711,C,DOMINIC GARCÍA,NYM,A+,21,6' 0',Right,42,43,N,N,Normal,50,35,45,35,45,55,40,45,40,45,50,35,45,35,45,50,40,45,40,45,60,50,30,40,35,40,20,20,25
38671,CF,YADAN GARZA,CIN,AA,25,6' 3',Switch,42,43,N,N,Normal,45,55,40,50,50,45,55,40,55,50,45,50,40,50,50,55,55,40,50,50,20,20,45,45,60,65,75,75,80
32934,1B,JEFFERY GLASSON,Retired,-,33,6' 1',Right,42,42,N,L,Iron Man,55,50,50,75,35,55,50,55,80,35,50,50,50,75,35,55,50,50,75,35,20,20,35,40,35,30,20,20,20
27953,CF,DARRYL GOLDMAN,PHI,AA,24,6' 2',Right,42,42,H,N,Fragile,55,50,35,45,55,55,50,35,45,55,55,50,35,45,55,55,50,35,45,55,20,20,55,35,60,35,50,50,65
31685,C,MACABEE GOLDSMID,-,-,25,6' 4',Right,42,42,H,H,Normal,50,45,30,45,55,50,45,30,45,55,50,45,30,45,50,50,45,30,45,55,65,40,25,35,45,35,20,20,35
37309,LF,ANTHONY GONZALEZ,ARI,A+,27,6' 3',Right,42,43,N,N,Normal,50,45,50,50,45,50,50,55,55,45,50,45,50,50,45,50,45,50,50,50,20,20,25,35,55,50,45,65,50
41366,C,PARIS GONZÁLEZ,-,-,26,6' 2',Switch,42,42,N,H,Normal,45,45,40,45,45,45,40,40,45,45,45,45,40,45,45,45,45,40,45,45,40,35,40,50,35,50,25,35,30
9761,CF,EMERSON GRAMMATICO,TOR,AA,32,6' 2',Left,42,42,N,L,Durable,40,40,45,50,40,40,35,45,45,40,40,40,45,50,40,40,40,45,50,40,20,25,40,30,75,50,70,75,75
18326,SS,ETHAN GRIMES,HOU,AAA,31,6' 3',Right,42,42,H,N,Iron Man,40,40,30,50,35,40,40,35,50,35,40,40,30,50,35,40,40,30,50,35,20,20,70,70,25,55,55,80,65
21781,LF,BASTIAN GRULLON,PIT,MLB,25,6' 4',Left,42,49,L,N,Normal,40,70,45,35,55,40,60,45,35,55,40,70,45,35,55,40,70,50,35,80,20,20,55,40,75,60,70,65,80
36348,C,ANTONIO GUAJARDO,Retired,-,34,6' 4',Switch,42,42,H,N,Iron Man,50,35,50,45,40,55,35,50,45,40,50,35,50,40,35,50,35,50,45,40,50,55,40,40,20,35,25,30,20
25074,2B,GABRIEL GUERRERO,-,-,28,6' 2',Switch,42,42,N,N,Normal,50,55,30,55,45,50,50,30,50,45,50,55,30,55,45,50,55,30,55,45,20,20,55,45,40,40,70,75,80
38763,CF,ROBERTO GUTIÉRREZ,MIL,AAA,26,6' 2',Left,42,42,H,H,Normal,50,55,30,50,50,50,45,25,45,50,50,55,30,50,55,50,55,30,50,50,20,20,50,40,60,50,75,75,75
37340,3B,JEFF GUTTERY,-,-,27,6' 4',Switch,42,42,H,N,Durable,45,60,45,35,55,45,70,45,35,60,45,60,45,35,55,45,60,45,35,55,20,20,60,65,45,65,45,60,65
35096,3B,GABRIEL GÉNÉREUX,-,-,25,6' 2',Left,42,42,H,N,Normal,45,45,35,60,55,45,40,30,50,50,45,45,35,65,55,45,45,35,60,55,20,20,60,60,45,60,60,60,60
31900,3B,JEDD HANCOCK,KT,INT,25,6' 1',Right,42,42,N,N,Normal,50,50,45,40,45,50,50,45,40,45,50,50,45,40,45,50,50,55,45,50,20,20,60,60,40,60,45,70,70
35752,3B,LINDSAY HARRAN,SF,AAA,24,6' 1',Left,42,42,N,H,Normal,50,50,50,40,50,45,50,45,40,45,50,55,50,40,50,50,50,50,45,50,20,20,55,65,35,60,40,55,35
18352,SS,BUTCH HART,NYM,AA,28,6' 2',Right,42,42,H,N,Fragile,40,40,35,50,45,40,40,35,50,45,40,40,35,50,45,40,40,35,50,45,20,20,75,60,25,50,60,60,80
31904,LF,JEREMY HASKINS,LAD,AA,25,6' 1',Left,42,42,N,H,Normal,50,50,50,50,50,45,50,50,50,50,50,50,50,50,50,55,55,55,50,55,20,20,30,35,50,60,55,30,25
35313,3B,COLONEL HAUGEN,TEX,A-,22,6' 3',Right,42,42,N,N,Normal,45,50,50,40,50,45,50,55,40,55,45,50,50,40,50,45,50,50,40,55,20,20,50,70,35,65,45,20,20
32579,C,FREMONT HAWKINS,Retired,-,33,6' 3',Right,42,42,N,H,Iron Man,45,50,30,50,45,45,50,30,50,45,45,50,30,50,45,45,50,30,50,45,65,45,35,30,25,40,25,25,20
33851,CF,ARTIE HERNDON,PIT,A-,22,6' 2',Right,42,44,N,L,Normal,50,45,40,40,45,55,45,40,40,50,50,45,40,40,45,55,55,50,45,50,20,25,60,40,65,55,70,60,65
24556,SS,ALEJANDRO HERNÁNDEZ,-,-,28,6' 3',Switch,42,42,N,N,Fragile,40,45,45,50,45,35,40,40,45,45,40,50,45,50,50,45,50,45,50,50,20,20,65,65,60,55,35,60,50
13977,CF,WALNER HERNÁNDEZ,CIN,A-,24,6' 0',Switch,42,47,N,N,Normal,50,50,45,45,50,50,50,50,45,55,50,50,45,45,50,50,55,55,45,60,20,20,55,35,60,60,45,50,65
27218,RP,DYLAN HILL,FLA,A+,23,6' 11',Right,42,51,N,H,Fragile,30,25,20,30,30,30,25,20,30,30,30,25,20,30,30,45,30,20,55,45,20,20,30,45,30,40,30,25,20
34082,RF,WILEY HILLEGASS,TEX,A-,25,6' 2',Left,42,42,H,N,Normal,45,50,55,50,45,45,45,50,45,45,45,50,55,50,45,45,50,55,50,50,20,20,40,45,60,50,65,50,35
7161,3B,JEREMIAH HILTUNEN,Retired,-,32,6' 4',Right,42,42,N,N,Iron Man,40,45,35,75,50,40,45,35,80,50,40,45,35,70,50,40,45,35,75,50,20,20,60,65,35,65,75,70,80
37305,SS,ZACHARY HIRSCH,BOS,AA,28,6' 2',Right,42,42,H,N,Normal,40,35,30,45,50,40,35,30,45,50,40,30,30,45,50,45,35,35,45,50,20,20,75,70,40,55,65,70,80
27849,1B,SEN-FU HO,SD,AAA,23,6' 5',Right,42,80,H,N,Normal,50,50,45,55,50,50,50,45,55,50,50,50,45,55,50,75,65,45,55,65,20,25,35,65,40,60,40,20,30
34722,3B,CHIH-CHEN HOU,ANA,A-,21,6' 0',Right,42,48,N,H,Normal,45,50,55,50,45,45,50,65,50,45,45,50,50,50,45,50,55,55,55,60,25,25,55,60,40,60,50,45,25
38083,C,WES HOXWORTH,FLA,A+,23,6' 0',Right,42,44,N,N,Normal,45,45,45,45,40,45,45,50,50,45,45,45,45,45,40,45,45,55,50,40,40,35,35,30,25,30,40,40,45
36699,2B,DOMINIC HUDON,CLE,A+,26,6' 5',Switch,42,42,H,N,Normal,55,50,30,55,50,55,45,25,50,50,55,50,30,60,55,60,50,30,55,50,20,20,60,35,40,25,65,50,75
40348,CF,ZACH HUGHES,OAK,R-,22,6' 0',Right,42,50,H,N,Normal,45,50,45,45,45,45,50,45,50,45,45,50,45,45,45,50,75,50,55,50,20,20,55,45,70,65,65,25,35
38576,RF,KRISTOFER HUNT,LAD,A+,26,6' 2',Left,42,42,N,N,Normal,50,45,45,50,50,50,45,45,45,50,50,45,45,50,55,50,45,45,50,55,20,20,25,35,55,55,50,25,20
33925,RF,AZHAR ISLAM,Retired,-,30,6' 0',Left,42,42,N,N,Durable,45,45,35,55,50,45,40,35,50,50,45,45,35,55,50,45,45,35,55,50,25,20,55,35,65,70,55,65,70
36066,SS,WELBY JANKE,MON,A+,23,5' 11',Switch,42,43,H,H,Normal,50,60,30,45,50,50,65,30,50,55,50,60,30,45,50,50,60,30,45,65,20,20,70,60,45,60,65,65,65
39358,2B,MICHIHISA KAWASAKI,CHC,AA,28,5' 11',Right,42,43,H,N,Normal,45,45,50,55,40,45,45,50,60,40,45,45,50,55,40,45,45,50,55,40,20,20,60,60,40,50,30,45,40
33536,LF,RIVER KHONG,-,-,33,6' 2',Left,42,42,N,N,Wrecked,45,45,50,50,45,45,45,45,45,45,45,45,50,50,45,45,45,50,50,45,20,20,45,40,60,65,55,70,65
21587,3B,LEVY KHUMALO,BAL,AAA,23,6' 5',Right,42,44,H,N,Normal,45,55,55,45,45,45,55,55,50,45,45,55,55,45,45,45,55,55,50,50,20,20,45,55,35,55,45,35,50
22910,2B,ADRIAN KIDWELL,Retired,-,31,6' 0',Left,42,42,L,L,Durable,55,50,50,55,40,50,45,45,50,35,55,55,55,60,40,55,50,50,55,40,20,20,55,45,45,35,30,25,50
21825,C,NICK KNAPP,-,-,28,6' 1',Right,42,42,L,H,Normal,40,45,45,55,45,40,45,45,60,50,40,40,45,55,45,40,45,45,55,50,65,55,25,35,30,35,25,20,25
40147,C,TSUYOSHI KOJIMA,NAG,AA,25,6' 5',Right,42,46,N,N,Durable,45,35,40,50,50,45,35,40,50,55,45,35,40,45,50,45,35,40,50,50,65,55,30,45,30,45,20,25,25
31674,1B,JONAS KUCZYNSKI,NYM,AA,25,5' 11',Right,42,42,H,N,Normal,60,50,25,40,55,60,50,25,40,55,60,50,25,40,55,60,50,25,40,55,20,20,60,50,45,45,35,20,60
33393,3B,ALEX KULLMAN,-,-,25,5' 11',Right,42,42,N,L,Normal,50,45,45,45,50,50,45,45,45,50,50,45,45,45,50,50,45,50,45,50,20,20,45,75,45,80,35,35,25
38521,C,GABRIEL KWATI,-,-,22,5' 11',Left,42,43,L,N,Normal,45,45,40,45,45,45,40,40,40,45,50,45,45,45,50,50,45,50,50,50,65,40,25,30,30,30,35,45,30
2790,LF,CRISPIN LA,Retired,-,34,6' 3',Left,42,42,H,N,Iron Man,45,55,50,50,60,45,45,45,45,55,45,55,50,50,60,45,55,50,50,60,20,20,25,45,50,60,35,40,35
33060,SS,DIXON LAGER,ANA,AAA,23,6' 1',Right,42,42,N,N,Fragile,45,50,50,45,45,45,55,60,45,50,45,50,50,40,45,50,55,50,45,50,20,20,70,55,60,55,70,40,25
37545,RF,DONG-HSUN LAI,WAS,A+,26,6' 1',Right,42,42,N,N,Normal,50,40,35,45,50,50,40,35,45,50,50,40,35,45,50,50,40,35,45,50,20,20,55,55,60,75,70,45,20
15613,SS,MIGUEL LARA,STL,AA,28,6' 2',Right,42,44,L,N,Iron Man,40,40,45,50,40,40,45,45,55,40,40,40,40,50,40,45,40,45,50,45,20,20,70,65,55,75,60,75,80
33160,SP,ILIJA LAVUROVSKI,PHI,AA,22,6' 6',Right,42,53,H,N,Normal,40,35,30,30,40,40,35,30,30,40,40,35,30,30,40,45,35,30,35,45,20,20,35,70,30,35,30,20,20
33532,C,ALLAN LECHESA,Retired,-,32,6' 2',Left,42,42,H,N,Iron Man,30,35,40,55,45,30,30,40,45,45,30,35,45,60,45,30,35,40,55,45,70,55,30,40,25,45,20,20,25
35155,1B,PATTON LILLY,MON,A+,26,6' 2',Right,42,42,N,H,Normal,45,45,55,40,50,45,45,55,40,50,45,45,55,40,50,45,45,55,40,55,20,20,30,45,40,55,55,65,60
39507,CF,SHEPHERD LITTLE,CHC,A-,22,6' 4',Right,42,42,N,N,Normal,45,45,50,40,45,50,50,55,45,50,45,45,50,40,45,45,45,50,40,50,20,20,35,35,65,45,75,50,35
41141,LF,RODRIGO LLOVIO,FLA,AA,29,5' 10',Right,42,42,N,N,Durable,50,50,50,45,55,50,50,60,45,65,45,45,45,45,50,50,50,50,45,55,20,20,30,45,55,65,40,55,55
20014,3B,DOUG LOGA,Retired,-,29,6' 0',Right,42,43,H,N,Durable,40,50,60,50,40,40,55,65,55,40,40,50,55,50,40,50,55,65,55,40,20,20,40,80,35,75,40,45,60
25861,3B,BRIAN LONTZ,-,-,33,6' 2',Right,42,42,N,N,Normal,45,50,50,50,45,45,50,50,50,50,45,45,50,50,45,45,50,50,50,45,20,25,45,80,30,75,35,45,35
20801,3B,PABLO LOVING,OAK,R+,23,6' 4',Right,42,46,H,N,Durable,45,45,50,45,45,45,45,50,45,45,45,45,50,45,45,50,45,55,50,45,20,20,50,60,35,65,65,70,80
39099,C,CLINT MACDONALD,COL,A+,25,5' 10',Right,42,42,N,N,Normal,50,35,25,30,45,50,40,30,35,50,50,35,25,30,45,50,35,25,30,50,65,65,35,50,25,50,50,55,70
31057,1B,IVAN MACEDA,-,-,28,6' 0',Right,42,44,H,N,Normal,60,55,50,50,35,65,65,55,55,35,60,55,50,50,35,65,60,55,50,40,20,20,35,40,45,60,45,65,40
33956,RF,OSCAR MACHUCA,-,-,26,6' 0',Switch,42,48,L,N,Fragile,50,45,50,50,50,45,45,45,45,45,50,45,50,50,50,60,50,50,50,50,20,20,50,50,50,65,40,45,40
29778,LF,GABRIEL MADRIGAL,SF,AAA,23,6' 2',Right,42,49,N,L,Durable,50,45,45,45,55,55,50,55,45,80,50,45,45,40,50,55,55,55,50,55,20,20,45,40,55,55,70,35,20
30600,C,MÁRIO MAGANA,SF,AAA,24,6' 6',Left,42,48,N,N,Normal,40,45,30,40,45,40,40,25,40,40,40,45,30,45,45,45,50,30,40,60,70,55,30,45,25,45,25,20,30
34274,CF,JOSH MANDEVILLE,KCM,R+,22,6' 5',Left,42,68,H,N,Normal,45,45,50,45,45,45,45,50,40,45,45,45,55,45,45,50,60,55,45,65,20,20,45,45,65,60,65,40,20
38643,CF,JOSHUA MARCH,BAL,AAA,24,6' 0',Left,42,43,N,N,Normal,45,50,50,45,50,45,50,45,45,45,45,55,55,45,50,50,55,55,50,50,20,20,55,60,55,70,40,70,70
40614,CF,ADONIS MARTE,TOR,AAA,25,6' 2',Right,42,42,N,N,Normal,50,55,35,40,50,50,55,35,40,50,50,55,35,40,50,50,55,35,40,50,20,20,45,40,70,55,60,40,70
35382,SS,MANNY MARTÍNEZ,STL,A+,27,6' 2',Right,42,43,H,N,Fragile,45,60,30,45,70,45,70,35,50,75,45,60,30,45,65,50,60,35,45,70,20,20,55,50,40,50,45,50,55
22928,3B,MAXWELL MAUNU,-,-,32,6' 1',Right,42,42,H,L,Normal,50,50,50,45,45,50,50,55,45,50,50,50,50,45,45,50,50,50,45,45,20,20,50,60,30,55,20,25,25
28177,LF,SEBASTIAN MCBRIDE,LAD,A-,24,6' 4',Switch,42,66,H,N,Normal,45,45,40,50,50,45,45,40,45,45,45,45,45,50,50,60,60,50,55,55,20,20,50,60,60,75,65,45,50
31175,SS,MARCOS MCCAIN,SEA,AAA,24,6' 2',Right,42,57,L,N,Normal,50,50,45,45,45,55,55,50,45,55,50,50,40,45,45,55,50,55,45,55,20,20,70,55,45,55,60,45,60
33669,DH,ROY MCDONALD,CHC,A-,22,6' 1',Right,42,70,N,N,Normal,45,50,45,45,50,45,50,45,45,50,45,50,45,45,45,55,55,55,55,65,20,20,40,45,40,65,45,30,35
35119,SS,DEAN MCGARVEY,CIN,AAA,26,6' 1',Right,42,42,N,N,Normal,45,45,45,40,50,45,45,45,40,50,45,45,45,40,50,45,45,45,40,50,20,20,70,70,50,65,50,45,30
26833,SP,GÓMEZ MEJIA,SF,AAA,23,6' 2',Left,42,80,N,N,Normal,40,45,40,50,40,40,45,35,50,35,40,45,40,50,40,45,45,40,50,45,20,20,30,40,50,50,55,50,65
40050,3B,JAKE MELIKIS,TOR,AAA,24,6' 2',Right,42,42,N,N,Normal,50,40,50,50,45,55,40,50,50,50,50,40,50,50,45,50,40,50,50,45,20,20,55,60,45,45,40,25,25
39742,RF,TSUNEYO MIHIRA,-,-,28,5' 10',Left,42,44,N,H,Normal,50,55,45,40,50,45,45,40,35,45,50,55,50,40,50,50,65,55,40,55,25,20,20,40,50,65,25,40,20
24854,CF,SIDNEY MOHN,-,-,31,6' 1',Left,42,42,N,N,Durable,45,50,45,50,45,45,50,45,45,45,45,50,45,50,45,45,50,45,50,45,20,20,45,40,65,65,50,60,65
29155,CF,DEYVI MOLINAR,TOR,AAA,24,6' 0',Right,42,58,N,L,Normal,50,45,45,45,50,50,45,45,45,50,50,45,45,45,50,60,45,50,45,60,20,20,40,30,65,50,55,60,65
40699,1B,ISAIAH MONEYPENNY,ANA,R+,20,6' 1',Left,42,47,H,H,Normal,45,45,50,80,35,45,45,45,80,30,50,45,50,80,35,55,45,55,80,35,20,20,40,35,35,35,40,20,25
29625,C,LUZ MORALES,CLE,A+,25,6' 1',Switch,42,57,N,N,Durable,55,40,35,40,45,55,40,35,40,45,55,40,35,40,45,65,40,35,40,70,45,45,30,40,40,65,25,20,40
7907,1B,WINN MORALES,-,-,32,6' 4',Left,42,42,N,N,Fragile,45,50,50,80,40,45,45,50,70,40,45,50,50,80,40,45,50,50,80,40,20,20,35,30,25,20,20,25,20
40042,LF,RICHARD MOSER,PHI,AA,24,6' 4',Right,42,46,N,N,Normal,45,50,45,45,50,45,50,45,45,50,45,50,45,45,50,45,50,50,45,70,20,20,40,45,60,50,50,65,70
38409,2B,OZZIE MOSQUERA,MIL,A+,25,6' 1',Switch,42,46,N,N,Normal,50,55,45,45,55,50,55,45,45,55,50,55,45,45,55,55,60,50,45,55,20,20,55,45,35,40,50,45,45
34378,1B,DANYS MOYA,Retired,-,32,6' 2',Right,42,42,H,N,Iron Man,55,50,55,50,35,60,50,65,55,35,55,50,55,50,35,55,50,55,50,35,20,20,35,40,35,50,25,25,30
18308,3B,WARD MUELLER,Retired,-,30,6' 1',Right,42,42,L,L,Durable,45,50,50,45,55,45,50,50,45,55,45,50,45,45,55,45,50,50,45,55,25,25,50,70,40,60,20,25,20
32836,C,FRANKIE NIEVES,ARI,AA,25,6' 0',Right,42,42,H,N,Normal,50,40,40,45,40,50,40,40,45,45,50,40,40,45,40,50,40,45,50,40,65,40,30,40,20,35,25,20,20
22659,C,SHANYUAN NIU,ATL,A+,22,6' 0',Switch,42,46,N,N,Normal,45,40,45,45,50,45,45,45,45,50,45,40,45,45,50,50,40,50,45,55,55,45,30,35,25,35,25,20,20
31574,SS,NATE NOBLITT,MON,A-,24,6' 1',Right,42,42,N,N,Normal,50,45,40,45,65,50,45,45,45,80,50,45,40,45,60,50,45,45,45,70,20,20,55,65,40,45,55,55,55
6044,LF,DYLAN O'CONNOR,Retired,-,34,6' 4',Right,42,42,N,H,Iron Man,50,50,55,55,40,55,55,65,65,40,50,50,55,55,35,50,50,55,55,40,20,20,35,45,45,55,40,50,50
34896,C,T.D. OLIVEIRA,LAD,AAA,25,6' 0',Right,42,42,N,N,Normal,45,45,50,35,45,45,45,50,40,45,45,45,50,35,45,45,45,50,40,45,55,55,35,35,25,25,30,20,25
31862,SS,BEN OLVERA,MIN,AAA,25,6' 1',Right,42,46,H,N,Normal,45,40,45,50,50,45,40,45,50,50,45,40,45,50,50,50,45,55,50,50,20,20,60,60,35,45,75,45,70
33489,CF,TRISTÁN ORTEGA,MON,A-,25,6' 1',Right,42,42,L,N,Normal,55,50,40,55,50,55,50,45,60,55,55,50,40,55,50,55,50,40,55,50,20,20,50,35,55,40,50,45,45
35437,C,SUNG-HYO PAK,SSG,INT,30,6' 3',Right,42,42,N,N,Iron Man,45,50,30,45,50,45,50,30,45,50,45,50,30,45,50,45,50,30,45,50,55,50,25,40,25,35,70,65,80
36478,3B,CHIEN-HSUN PAN,TB,AAA,26,6' 3',Right,42,42,N,N,Normal,50,50,45,55,50,50,50,45,55,50,45,50,45,55,50,50,50,50,55,50,25,25,40,65,35,35,40,20,30
38998,C,BILLY PARK,HOU,AA,21,6' 3',Right,42,51,N,N,Normal,45,45,40,45,50,50,45,45,45,55,45,45,40,45,50,55,45,45,45,60,60,50,35,45,50,50,20,20,40
31622,3B,CAMERON PATTERSON,PIT,A-,25,6' 1',Right,42,42,N,N,Normal,45,40,45,45,50,45,40,45,45,50,45,40,45,45,50,50,45,45,45,50,20,20,45,65,30,75,55,55,65
26387,RF,HAYDEN PATTERSON,-,-,24,6' 4',Right,42,45,H,N,Normal,50,50,50,40,50,50,50,50,40,50,50,50,50,40,50,50,50,55,40,50,20,20,25,30,50,40,50,45,65
31391,SS,SAM PENDALL,CWS,AA,24,6' 4',Right,42,42,N,N,Durable,50,50,45,45,50,50,55,50,45,50,50,50,45,45,50,50,55,50,45,50,20,20,60,60,55,60,65,60,75
20828,SS,SAM PETERSON,Retired,-,31,6' 0',Right,42,42,N,N,Durable,50,55,40,55,50,50,55,40,55,50,50,55,40,55,50,50,55,40,55,50,20,20,60,40,50,40,60,65,70
33897,3B,DARIO PEÑA,Retired,-,29,6' 2',Switch,42,42,H,L,Iron Man,55,50,45,45,45,50,45,45,45,45,55,50,45,45,45,55,50,45,45,45,20,20,60,65,45,70,45,55,65
9901,3B,YANIER PEÑA,NYM,AA,29,6' 2',Right,42,42,N,N,Normal,50,50,50,50,45,50,50,55,50,45,50,50,50,45,45,50,50,50,50,45,25,25,55,65,25,55,20,20,20
29158,3B,PASQUALINO PINO,Retired,-,34,6' 0',Right,42,42,N,N,Durable,45,45,55,70,30,45,45,60,75,30,45,45,55,70,30,45,45,55,70,30,20,20,45,70,40,25,30,30,30
20854,SP,CORBIN PISANESCHI,SF,AA,23,6' 5',Left,42,48,H,N,Normal,45,30,20,30,45,45,30,20,30,45,45,30,20,30,45,45,35,20,35,45,20,25,35,50,60,35,20,20,20
21485,C,DEL PLACENTIA,LAD,AA,22,6' 2',Right,42,50,N,N,Normal,45,40,45,35,50,45,40,45,35,50,45,40,45,35,50,50,40,50,35,50,60,35,30,45,30,45,30,20,25
38964,1B,BRIAN PLATT,PHI,AA,23,6' 1',Right,42,43,N,L,Normal,60,50,40,45,50,65,50,45,45,50,60,50,40,45,50,60,50,45,45,50,20,20,55,35,35,30,35,40,35
19990,SS,NATAL POLANCO,MIL,R+,21,6' 4',Right,42,45,H,L,Normal,50,50,50,45,50,50,50,50,45,50,50,50,50,45,50,50,50,55,45,55,20,20,55,60,60,55,65,55,65
31252,RF,DALMACIO PRIETO,NYM,AA,25,6' 6',Right,42,44,L,N,Normal,45,45,50,50,50,45,50,50,50,50,45,45,50,50,50,50,55,50,50,60,35,35,30,45,50,60,40,30,45
23534,RF,GUILLERMO PRIETO,-,-,24,6' 4',Right,42,43,N,N,Normal,50,45,45,45,50,55,45,50,45,50,50,45,45,45,50,50,45,50,45,55,20,20,50,45,55,60,50,60,65
39148,CF,JODIE PRIMM,MON,A-,24,6' 1',Left,42,48,N,N,Normal,45,55,45,45,50,40,55,45,40,50,45,55,45,45,50,50,75,50,50,50,20,20,50,40,65,60,75,60,65
33931,LF,JOSÉ PÉREZ,Retired,-,35,6' 3',Right,42,42,H,H,Iron Man,50,60,45,50,50,50,65,50,50,50,50,60,45,50,50,50,60,45,50,50,20,20,20,35,45,65,55,55,65
32513,3B,JOSÉ PÉREZ,Retired,-,34,6' 2',Right,42,42,N,N,Iron Man,45,50,35,45,50,45,50,35,45,50,45,50,35,45,50,45,50,35,45,50,20,20,65,75,40,60,50,70,75
24553,LF,JOSÉ PÉREZ,SAM,INT,27,6' 2',Right,42,42,N,N,Durable,50,55,50,45,50,50,65,50,50,50,50,55,50,45,50,55,55,50,45,55,20,20,30,40,50,50,50,55,60
