ID,POS,Name,ORG,Lev,Age,HT,B,T,OVR,POT,LEA,WE,INT,Prone,BABIP,GAP,POW,EYE,K's,BA vL,GAP vL,POW vL,EYE vL,K vL,BA vR,GAP vR,POW vR,EYE vR,K vR,HT P,GAP P,POW P,EYE P,K P,C FRM,C ARM,IF RNG,IF ARM,TDP,OF RNG,SPE,STE,RUN,AB,1B,2B,3B,HR,BB,IBB,HP,SF,CI,SO,PI/PA,SB,CS,G,SBA,RTO,BIZ-R,BIZ-Rm,BIZ-L,BIZ-Lm,BIZ-E,BIZ-Em,BIZ-U,BIZ-Um,BIZ-Z,BIZ-Zm,FRM,ARM
30059,3B,AUSTIN STIGALL,FLA,MLB,23,6' 3',S,R,70,80,L,N,N,Normal,60,50,50,60,55,55,50,45,55,50,60,50,50,60,55,75,55,60,75,55,20,20,70,75,60,40,55,30,30,423,74,18,2,10,48,4,10,3,0,85,3.81,1,0,132,0,0,197,185,48,39,24,13,28,10,25,3,0.0,0.0
29886,2B,T.J. SWERDLOFF,TOR,MLB,25,6' 2',R,R,77,80,N,N,N,Normal,50,60,60,50,60,50,60,65,50,60,50,55,60,50,60,55,60,60,50,60,25,20,65,65,60,50,60,30,45,543,85,23,0,18,46,4,4,3,0,98,3.64,2,1,156,0,0,350,320,46,35,61,29,38,11,83,15,0.0,0.0
36955,LF,EVAN SZABO,MIN,MLB,26,6' 7',L,L,80,80,H,H,N,Durable,50,55,80,55,50,50,50,70,50,50,50,55,80,55,50,50,55,80,55,50,20,20,25,45,20,55,55,65,65,599,89,34,4,34,53,1,4,6,0,147,3.81,26,5,152,0,0,187,176,39,28,32,14,41,5,65,3,0.0,-1.5
37528,LF,PAUL TERZO,HOU,MLB,25,6' 1',L,L,80,80,N,N,N,Fragile,70,80,50,50,50,65,75,50,50,50,70,80,55,50,50,70,80,50,50,50,20,20,50,30,20,65,75,65,80,136,19,12,0,6,7,0,2,2,0,26,3.56,10,4,30,0,0,32,31,4,4,4,4,8,0,9,1,0.0,-1.2
28919,3B,JAYDEN THOLEN,KCR,MLB,24,6' 3',R,R,80,80,H,H,N,Fragile,75,55,75,80,65,75,55,75,80,65,75,55,75,80,65,80,60,80,80,65,20,20,60,75,45,45,55,65,80,550,120,32,4,22,103,7,15,7,0,107,5.00,20,10,216,0,0,251,244,63,59,28,20,26,15,22,7,0.0,0.3
28258,LF,JEREMIAH THOMPSON,HOU,MLB,24,6' 1',S,R,80,80,N,L,L,Normal,50,55,65,50,75,50,50,60,50,75,50,55,65,50,80,50,55,65,50,75,20,20,35,40,30,65,60,50,35,590,87,29,2,28,53,2,3,7,0,103,3.57,7,9,127,0,0,143,143,38,34,17,12,32,5,48,4,0.0,9.7
34493,SP,PAUL UZUETA,MIN,MLB,25,6' 6',S,R,80,80,N,H,H,Normal,65,60,60,55,50,65,60,65,55,55,60,60,55,55,50,65,60,60,55,50,20,20,35,45,25,45,30,20,25,167,24,5,2,4,22,2,0,3,0,41,4.02,0,0,45,19,4,30,28,7,5,3,3,0,0,1,0,1.1,0.0
35526,2B,OSCAR VALDES,PIT,MLB,25,6' 1',S,R,80,80,N,N,N,Fragile,75,50,50,45,65,70,50,50,45,60,75,50,55,45,65,80,50,50,45,65,20,20,70,70,70,50,70,55,75,357,70,15,3,9,28,1,3,4,0,75,3.40,1,1,92,0,0,223,207,50,37,36,16,34,10,43,8,0.0,0.0
32222,LF,REMY VARGAS,FLA,MLB,24,6' 1',S,R,80,80,N,N,L,Durable,50,50,70,50,60,50,50,65,45,60,50,50,70,50,60,50,50,70,50,70,20,20,30,45,25,60,70,70,65,589,110,15,5,43,56,4,7,2,0,95,3.55,34,6,145,0,0,164,163,53,50,35,25,41,10,62,2,0.0,-2.7
30692,2B,YAISNIER VERACRUZ,SF,MLB,24,6' 2',R,R,79,80,H,H,N,Durable,55,65,55,65,55,55,70,65,80,65,50,65,55,65,55,55,80,60,65,55,20,20,65,60,65,45,70,55,75,585,111,26,5,17,69,1,4,4,0,119,4.31,23,12,161,0,0,339,322,65,46,54,33,63,15,73,12,0.0,0.0
29399,RF,KARSTEN VERMEULEN,TEX,MLB,25,6' 3',L,L,80,80,N,N,N,Normal,55,55,70,50,55,55,50,65,50,55,60,55,75,50,55,55,55,70,50,55,20,20,35,50,20,40,30,40,20,226,39,9,0,14,17,0,3,1,0,49,3.83,4,0,8,0,0,2,2,1,0,0,0,1,0,0,0,0.0,0.2
34764,LF,PELTON WACKER,NYM,MLB,25,5' 11',L,L,80,80,N,H,N,Fragile,55,70,70,55,50,50,55,50,50,45,60,75,75,55,55,55,70,70,55,50,20,20,25,40,20,60,45,50,55,329,48,23,3,20,41,4,5,5,0,75,3.75,1,2,91,0,0,123,122,23,22,11,4,31,7,36,1,0.0,1.0
28215,1B,BENTLEY WATTS,NYY,MLB,24,6' 6',R,R,80,80,N,H,N,Durable,65,45,65,55,60,65,45,65,55,60,65,45,65,55,60,75,45,65,55,60,20,20,35,20,30,50,30,30,40,449,79,20,1,18,48,6,5,7,0,94,3.57,0,0,42,0,0,44,42,6,5,4,0,4,1,5,0,0.0,-0.0
34452,RF,DAN WISNER,ANA,MLB,25,6' 4',L,L,80,80,N,H,N,Fragile,55,60,70,50,50,50,50,55,40,45,55,65,80,50,55,55,60,70,50,50,20,20,50,60,20,70,65,35,65,523,92,25,1,34,44,1,16,3,0,132,3.58,0,1,151,0,0,223,220,39,39,21,14,41,13,56,4,0.0,3.8
36370,3B,ERIK ZOTTA,SF,MLB,23,6' 1',R,R,73,80,N,N,N,Normal,50,55,65,55,50,50,55,65,55,50,50,55,65,55,50,55,70,70,55,55,20,20,60,65,65,50,65,60,70,590,70,16,5,25,55,1,6,4,0,150,3.85,23,5,147,0,0,265,248,74,67,26,18,18,9,30,11,0.0,0.0
33632,2B,ROBERTO BERRIOS,CIN,MLB,25,5' 10',R,R,79,79,N,N,N,Normal,55,60,65,50,60,60,65,75,55,65,55,60,65,50,55,55,65,65,50,60,20,20,45,45,50,30,60,30,40,585,109,30,4,35,57,9,5,2,0,115,3.58,0,0,157,0,0,320,285,47,31,38,16,34,4,54,5,0.0,0.0
31641,RF,LINDSAY CUNNINGHAM,ARI,MLB,23,6' 3',R,R,63,79,H,N,H,Normal,55,70,55,45,55,60,75,65,50,60,55,70,55,45,50,55,70,60,50,60,20,20,50,35,40,65,70,35,20,135,12,11,1,6,10,1,1,0,0,29,3.74,0,0,35,0,0,59,59,12,11,9,5,10,2,16,2,0.0,-1.8
34487,RF,JOE GATER,TB,MLB,26,6' 2',R,R,52,79,L,L,L,Normal,55,55,40,50,55,55,55,40,50,55,55,55,40,50,55,55,55,55,50,80,20,20,45,40,40,65,70,65,75,584,88,32,3,10,44,0,8,3,0,132,3.72,41,10,152,0,0,217,215,44,34,24,15,29,6,58,7,0.0,2.7
36059,CF,HENDERSON MACIAS,STL,MLB,27,6' 5',R,R,74,79,N,L,H,Wrecked,55,70,50,75,45,55,80,50,80,45,55,70,45,70,45,55,70,50,75,45,20,20,60,35,65,80,60,75,70,403,63,26,6,13,54,0,1,0,1,117,4.41,47,9,100,0,0,169,167,50,48,45,34,37,23,43,8,0.0,1.6
33118,LF,NATE MANN,SEA,AAA,25,6' 4',L,R,52,79,N,N,N,Normal,55,65,50,45,55,55,60,50,45,50,55,65,50,45,55,55,65,65,45,65,20,20,50,40,45,60,60,50,65,459,79,27,1,7,29,0,0,5,0,97,3.49,2,5,133,0,0,181,177,44,41,34,18,31,8,45,5,0.0,-0.2
36614,1B,LEO MENDOZA,ANA,MLB,26,6' 1',L,L,67,79,N,N,N,Normal,45,55,70,75,50,45,55,65,65,50,45,60,70,75,50,50,55,75,75,55,20,20,35,35,20,40,40,50,50,468,63,22,1,23,76,3,3,1,0,130,4.33,0,1,12,0,0,11,10,1,1,2,0,0,0,1,0,0.0,0.0
32948,2B,NEO MORI,OAK,MLB,24,6' 2',R,R,79,79,N,N,N,Fragile,60,65,50,50,55,60,65,50,50,55,60,60,50,50,55,60,65,50,50,55,20,20,70,70,70,40,65,65,60,452,62,35,5,16,42,0,2,2,0,92,3.60,5,1,115,0,0,259,236,45,33,51,32,48,15,59,11,0.0,0.0
36771,2B,JASON NAGEL,SD,MLB,25,6' 3',R,R,79,79,H,N,N,Normal,60,50,55,55,55,60,55,60,55,55,60,50,55,55,55,60,50,55,55,55,20,20,60,60,45,35,35,50,60,402,67,19,1,10,44,2,6,11,0,84,3.96,3,1,110,0,0,260,229,46,27,49,12,52,8,72,11,0.0,0.0
29860,LF,MATTEO PATTERSON,STL,AAA,25,6' 3',S,R,73,79,L,H,N,Fragile,55,55,60,55,55,55,55,55,55,55,55,55,60,55,55,55,65,60,55,60,20,20,50,55,45,55,65,60,75,20,2,5,0,0,1,0,0,0,0,4,4.10,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
34414,2B,RONNIE REUGEBRINK,FLA,MLB,25,6' 0',R,R,44,79,N,N,N,Normal,65,45,45,45,45,65,45,45,45,45,65,45,45,45,45,75,50,70,45,50,20,20,65,60,40,25,55,40,35,270,49,13,0,2,14,0,10,2,0,71,3.55,1,0,70,0,0,164,151,22,15,23,10,30,9,25,5,0.0,0.0
29733,C,RATHBONE WAITE,OAK,MLB,25,6' 2',R,R,79,79,N,N,N,Normal,55,50,55,45,65,55,50,55,45,65,50,50,50,45,65,55,50,55,45,65,70,60,30,45,25,35,35,25,25,453,103,29,0,14,31,0,7,4,0,71,3.44,0,0,119,126,31,27,25,9,9,9,9,0,0,0,0,-0.0,0.0
33912,3B,DAKOTA WINKLER,OAK,MLB,25,6' 3',L,R,61,79,N,N,N,Normal,50,65,45,50,65,50,55,40,45,50,55,65,45,50,70,55,65,55,50,65,20,20,65,80,65,35,60,50,65,469,101,29,4,10,29,0,2,2,0,89,3.52,0,1,110,0,0,183,174,47,37,21,15,10,7,22,8,0.0,0.0
38075,3B,LANDON AUKAMP,NYM,MLB,24,6' 0',R,R,78,78,N,N,N,Fragile,55,55,60,45,60,55,60,70,45,70,50,55,55,45,55,55,65,60,45,60,20,20,70,65,65,45,70,35,25,457,77,22,2,31,22,0,3,2,0,76,3.42,0,0,123,0,0,200,192,42,40,22,16,22,15,24,3,0.0,0.0
36655,DH,PETER JOY,CHC,MLB,24,6' 0',S,L,74,78,N,N,H,Normal,65,50,55,65,65,60,50,50,55,55,65,50,55,65,70,70,50,55,65,70,20,20,30,35,20,50,30,30,20,649,130,44,0,25,85,3,1,7,0,101,4.01,0,0,2,0,0,3,3,2,2,1,0,0,0,0,0,0.0,0.0
5900,3B,ELIJAH MOORE,SD,MLB,28,6' 2',R,R,76,78,N,N,N,Fragile,55,70,50,45,70,55,80,50,45,75,55,65,50,40,70,55,70,50,45,70,20,20,55,75,55,35,55,80,80,550,94,34,6,11,46,5,6,4,0,94,3.44,50,5,136,0,0,217,205,63,53,34,23,22,12,22,4,0.0,0.0
34535,2B,BRECKEN RATH,ANA,MLB,25,6' 4',L,R,78,78,N,H,N,Fragile,65,60,50,50,50,65,55,50,45,50,70,60,50,50,50,65,60,50,50,50,20,20,75,65,55,25,75,70,75,518,92,28,5,18,33,0,14,7,0,111,3.48,38,8,178,0,0,331,310,63,46,56,27,70,19,69,9,0.0,0.0
14013,2B,EMANUEL ROJAS,CWS,MLB,23,6' 2',R,R,67,78,N,N,N,Normal,65,50,55,45,50,70,50,65,50,50,60,50,55,45,45,75,60,55,50,50,20,20,70,55,55,30,70,60,65,292,53,14,2,12,19,0,3,2,0,71,3.66,9,3,99,0,0,190,171,38,25,25,13,22,7,23,7,0.0,0.0
39557,CF,ARTURO ROMERO,MIN,MLB,22,5' 10',L,L,52,78,N,H,N,Normal,55,70,40,45,55,50,65,40,45,50,55,70,40,45,55,55,80,40,50,80,20,20,60,45,20,70,70,65,70,79,9,3,0,0,4,0,1,1,0,20,3.52,2,1,32,0,0,27,27,14,13,2,0,4,1,10,0,0.0,0.8
24118,1B,COLIN BRADSHAW,MIL,AAA,24,6' 2',R,R,63,77,N,H,N,Normal,50,55,55,50,55,55,60,55,50,55,50,55,55,50,55,70,55,55,50,55,20,20,50,50,45,35,50,45,55,153,27,5,0,5,13,1,2,1,0,42,3.75,0,0,24,0,0,19,19,6,5,0,0,3,2,3,1,0.0,0.0
36606,3B,VAL HODGKINSON,TOR,MLB,25,6' 3',R,R,77,77,L,H,N,Fragile,50,50,65,55,60,50,50,75,65,65,50,45,60,55,60,50,50,65,55,60,20,20,65,60,50,45,50,40,70,524,84,27,1,23,56,3,5,7,0,125,3.91,3,1,131,0,0,211,202,50,41,31,22,21,8,23,9,0.0,0.0
25070,3B,JEREMY KLINGMAN,SEA,MLB,23,6' 4',R,R,55,77,N,H,H,Normal,55,60,50,50,50,55,65,55,55,55,55,60,50,50,50,60,70,65,60,55,20,20,55,70,40,45,70,50,50,524,94,30,4,16,50,0,1,2,0,105,3.69,0,2,63,0,0,98,90,17,13,5,3,18,7,25,2,0.0,0.0
36673,LF,HUNTER LAFOLLETTE,COL,MLB,26,6' 1',R,R,66,77,N,N,N,Normal,55,55,75,50,40,55,55,75,50,40,55,55,75,50,40,65,55,80,55,40,20,20,45,25,35,65,65,60,60,558,69,23,4,47,53,4,9,13,1,190,3.83,25,8,137,0,0,191,190,29,28,11,6,32,9,60,4,0.0,0.8
32924,1B,FLORENTINO LUNA,PHI,MLB,26,6' 7',R,R,72,77,N,N,N,Fragile,60,50,55,70,50,60,50,60,70,50,60,45,55,70,50,65,50,60,70,50,20,20,35,40,35,25,25,30,25,592,102,26,2,15,69,3,14,9,0,147,4.38,1,0,83,0,0,111,108,15,14,10,2,9,1,4,0,0.0,0.0
35352,3B,T.J. MCKAY,KCM,MLB,24,6' 3',L,R,77,77,N,N,N,Durable,60,50,65,50,50,55,50,60,50,50,60,50,65,50,50,60,50,65,50,50,25,25,60,65,45,40,35,35,30,514,97,25,0,27,42,0,13,10,0,125,3.77,2,0,141,0,0,223,218,51,44,20,13,19,8,20,4,0.0,0.0
24434,CF,FLORIAN ZAVALETA,PHI,MLB,23,6' 4',R,R,77,77,N,H,N,Fragile,55,50,70,45,50,60,55,70,50,50,55,50,65,45,50,55,55,70,50,50,20,20,55,55,50,65,70,55,65,142,24,7,1,5,8,0,1,2,0,34,3.37,2,1,34,0,0,60,60,19,16,14,8,11,5,9,1,0.0,-0.2
38331,RF,TEO ABREU,COL,MLB,26,6' 4',L,L,64,76,N,N,H,Fragile,55,50,55,50,60,55,45,45,45,50,55,50,55,50,60,55,50,60,50,60,20,20,45,50,20,70,55,65,55,335,64,17,5,12,27,0,2,4,0,59,3.62,33,8,90,0,0,126,124,30,25,16,12,27,6,35,2,0.0,-0.1
37391,LF,BRIDGER BELANGER,OAK,MLB,25,6' 1',L,L,65,76,N,N,H,Normal,55,70,50,45,70,50,70,50,45,65,55,75,50,45,70,55,80,65,50,80,20,20,35,45,20,65,65,75,60,493,97,32,7,15,32,0,3,4,0,79,3.41,57,9,122,0,0,167,164,38,35,30,15,40,15,68,5,0.0,-0.3
32839,1B,MARK DALLIN,ARI,MLB,25,6' 5',R,R,69,76,N,N,N,Durable,55,70,55,50,50,55,70,55,55,50,55,65,55,50,50,60,70,65,50,50,20,20,60,65,55,40,70,35,45,541,85,26,7,16,50,0,10,2,0,119,3.73,7,3,201,0,0,246,228,55,50,36,30,17,8,20,6,0.0,0.0
34789,3B,GRANGER DICARO,ANA,MLB,24,6' 1',R,R,76,76,N,L,L,Normal,70,50,55,45,55,70,50,55,45,60,70,50,55,45,55,70,50,55,45,55,20,20,50,65,50,25,50,50,35,509,103,25,2,13,40,0,8,5,0,123,3.70,3,3,141,0,0,217,211,43,33,23,13,16,6,23,2,0.0,0.0
30504,LF,ABRAM HICKMAN,CIN,MLB,25,6' 0',L,L,69,76,N,H,N,Fragile,55,70,60,50,50,55,65,55,45,50,55,70,60,50,50,55,70,70,50,50,20,20,50,35,20,65,70,70,65,442,64,19,3,22,26,2,8,4,0,116,3.50,42,9,111,0,0,165,161,42,39,28,17,35,10,31,2,0.0,-0.5
29178,RF,EDSEL SLACK,ATL,MLB,23,6' 4',R,R,76,76,N,H,N,Normal,60,50,55,50,60,60,50,55,55,60,60,50,55,50,60,60,50,55,55,60,20,20,45,40,45,60,45,45,35,506,86,33,1,23,52,1,9,4,0,103,3.73,3,3,151,0,0,198,194,43,38,21,12,32,10,56,3,0.0,2.1
32941,1B,DANNY FRIES,MON,MLB,24,6' 2',L,L,75,75,N,H,L,Normal,55,55,75,45,50,50,50,65,45,45,55,55,80,45,50,55,55,75,50,50,20,20,55,30,20,25,30,50,45,385,56,16,0,19,23,2,7,1,0,91,3.41,4,1,75,0,0,98,97,17,16,4,3,6,2,8,1,0.0,0.0
38018,2B,JONATHAN MATTHEWS,MIN,MLB,24,5' 11',R,R,75,75,N,N,N,Normal,75,55,55,40,50,75,55,55,45,55,75,50,50,40,50,75,55,55,45,50,20,20,65,50,60,50,55,50,55,564,111,29,4,15,44,2,3,5,0,135,3.44,11,5,152,0,0,329,305,60,41,61,28,59,8,67,11,0.0,-0.1
24732,RF,LEO AMAYA,KCM,MLB,27,6' 4',R,R,74,74,N,H,L,Durable,45,65,70,45,60,45,65,70,45,60,45,65,65,45,60,45,65,70,45,60,20,20,55,60,40,65,70,75,80,588,91,26,6,25,46,1,4,5,0,117,3.43,66,10,142,0,0,197,191,40,39,21,16,40,8,49,4,0.0,-0.5
31614,RF,QIUBAI DOU,PHI,MLB,24,6' 0',L,L,74,74,L,N,N,Normal,60,70,55,40,70,55,55,45,35,60,60,75,55,40,75,60,70,55,40,70,20,20,30,40,20,60,55,40,50,486,100,36,7,16,19,2,2,4,1,73,3.07,1,3,132,0,0,135,135,38,34,23,14,23,1,43,2,0.0,3.7
34610,RF,KELLY HUIZAR,MIL,MLB,25,6' 2',L,R,63,74,H,H,N,Durable,55,50,60,45,45,55,50,60,45,45,55,55,60,45,45,60,55,65,45,50,20,20,60,45,55,65,55,55,75,47,5,2,0,2,7,1,0,0,0,17,3.85,0,0,27,0,0,17,16,6,6,4,3,5,1,6,0,0.0,0.5
36217,1B,ALEX PATTERSON,MIN,MLB,25,6' 2',R,R,74,74,H,N,L,Durable,65,50,55,50,55,65,50,55,50,55,60,50,55,50,55,65,50,55,50,55,20,20,35,45,35,45,65,55,70,590,119,34,4,13,59,0,5,4,0,123,3.71,28,9,168,0,0,228,219,31,25,23,12,19,0,15,0,0.0,0.0
32032,RF,LUCA SCHREIER,BAL,MLB,25,6' 4',L,L,74,74,N,H,H,Normal,55,50,65,50,55,55,50,60,50,55,55,50,65,50,55,55,55,65,55,55,20,20,35,45,20,60,35,25,20,587,99,25,2,37,57,5,4,2,0,122,3.61,0,0,164,0,0,203,203,48,43,35,19,52,15,65,1,0.0,-0.5
32044,1B,FABIAN SOTO,SEA,MLB,24,6' 1',L,R,68,74,N,N,N,Durable,55,50,55,50,70,50,45,50,45,60,55,50,55,50,70,55,50,60,50,70,20,20,45,30,25,35,40,35,45,639,129,24,2,21,35,3,3,5,0,99,3.32,1,1,131,0,0,184,176,24,21,12,4,15,6,13,0,0.0,0.0
35931,C,GRIFFIN BANTON,LAD,MLB,25,6' 6',R,R,73,73,N,N,N,Durable,50,55,55,55,50,50,55,55,55,50,50,55,55,55,50,50,55,55,55,50,65,40,35,30,25,35,60,60,65,466,92,19,4,15,47,2,5,3,0,107,3.87,11,6,124,135,24,31,30,9,9,11,10,0,0,0,0,-1.6,0.0
35502,1B,VICTOR CARDEÑAS,CIN,MLB,24,6' 0',R,R,61,73,N,L,N,Durable,50,55,55,50,60,50,55,55,50,60,50,55,55,50,60,50,55,55,50,70,20,20,50,40,50,40,75,65,75,164,20,7,0,5,14,1,2,1,0,39,3.66,15,2,4,0,0,7,6,2,2,3,1,1,0,2,0,0.0,0.0
34310,LF,KOJI KATO,STL,MLB,29,6' 2',L,L,73,73,N,N,N,Normal,50,65,55,60,55,50,60,55,55,55,55,70,55,60,55,50,65,60,60,55,25,20,50,35,20,60,65,75,80,572,91,44,8,19,64,3,5,9,0,125,3.86,84,6,103,0,0,139,138,23,21,15,7,33,7,44,3,0.0,-1.7
37656,LF,CORY MOSTELLER,TEX,MLB,26,5' 11',R,R,73,73,N,H,L,Fragile,55,55,65,55,50,55,55,70,55,50,55,55,65,55,50,55,55,75,55,50,25,20,50,55,50,55,65,70,80,368,61,9,3,15,39,4,6,4,0,109,3.89,39,5,119,0,0,127,126,30,27,17,7,37,4,33,0,0.0,3.9
40901,2B,LUCAS O'NEIL,SEA,MLB,24,6' 0',R,R,44,73,L,N,N,Normal,50,50,45,45,50,50,50,50,45,55,45,50,45,45,50,55,75,60,50,55,20,20,65,40,55,40,65,50,75,299,32,16,2,4,16,0,7,0,1,85,3.63,0,1,96,0,0,221,204,40,30,33,12,28,6,66,6,0.0,0.0
36130,2B,REY ORTEGA,LAD,MLB,25,6' 2',R,R,73,73,N,H,N,Normal,50,55,55,55,55,50,55,55,55,55,50,55,55,55,55,50,55,55,55,55,20,20,75,70,60,25,65,55,30,539,83,19,9,18,54,0,6,11,0,115,3.90,9,5,169,0,0,321,304,50,39,49,26,56,19,64,13,0.0,0.0
38244,CF,BUTCH RAUSCHER,PIT,MLB,26,6' 1',R,R,70,73,L,H,N,Durable,60,55,50,50,55,60,55,50,50,55,60,55,50,50,55,65,55,50,50,55,20,20,55,40,50,70,65,65,65,578,106,36,3,12,63,0,3,1,0,124,3.61,0,0,146,0,0,249,248,76,76,65,46,59,33,39,7,0.0,-0.9
28742,1B,BRITT BAUMAN,BAL,MLB,24,6' 4',R,R,55,72,N,H,N,Normal,55,50,55,55,50,55,55,55,55,55,55,50,55,55,50,65,50,55,55,50,20,20,40,30,25,30,30,35,35,29,7,0,0,1,1,0,1,0,0,4,3.61,0,0,4,0,0,3,3,1,1,1,0,0,0,0,0,0.0,0.0
29380,2B,LINCOLN BERNARDUS,ATL,MLB,25,6' 4',R,R,72,72,N,N,N,Normal,50,50,55,45,70,50,50,60,45,70,50,50,55,45,70,50,50,55,45,70,20,20,55,45,80,35,80,65,70,616,109,23,3,23,45,0,4,5,0,109,3.45,25,7,79,0,0,196,176,29,15,34,14,36,6,41,5,0.0,0.0
37760,CF,ROBERT DEMETER,KCM,MLB,25,6' 4',R,L,72,72,N,N,N,Normal,50,75,55,55,60,50,75,60,55,65,50,75,55,55,60,50,75,55,55,60,20,25,45,35,20,70,75,45,60,61,9,5,1,0,8,0,0,2,0,8,3.65,0,0,17,0,0,26,26,12,12,7,3,8,6,8,2,0.0,-0.4
36937,C,IRENO HERNÁNDEZ,BOS,MLB,26,6' 5',L,R,67,72,N,N,H,Normal,45,55,55,80,40,45,50,50,70,35,45,60,60,80,40,45,55,55,80,45,65,65,35,30,25,30,20,25,25,269,32,13,0,4,69,0,2,0,0,84,5.04,0,0,83,74,14,28,27,5,5,6,4,0,0,0,0,-3.2,0.0
38059,C,LANDON HUGHES,TEX,MLB,24,5' 10',L,R,72,72,H,N,N,Normal,55,50,55,45,55,50,45,50,40,50,60,50,60,45,60,55,50,55,45,55,60,60,30,45,30,30,25,30,25,320,51,13,0,20,21,0,2,5,0,73,3.46,2,1,91,84,13,19,16,4,4,3,2,0,0,0,0,-1.1,0.4
25102,LF,HECTOR MARÍN,PIT,MLB,27,6' 2',R,R,72,72,N,H,N,Wrecked,60,60,50,45,70,65,65,50,45,75,60,60,50,45,70,60,60,50,45,70,20,20,35,30,40,50,45,45,55,246,61,20,3,4,20,3,5,0,0,38,3.35,0,0,17,0,0,23,22,6,1,2,0,1,0,7,0,0.0,-0.4
36630,1B,EMANUEL MOROA,COL,MLB,26,6' 0',L,L,59,72,N,N,N,Normal,55,55,50,55,60,55,50,50,55,55,55,55,50,55,60,55,55,60,55,60,20,20,45,50,25,45,40,45,35,189,32,17,1,5,25,0,4,2,0,38,3.75,0,1,52,0,0,77,73,5,5,8,4,6,2,5,0,0.0,0.0
37314,C,CYRIL PAQUIN,MIN,MLB,26,6' 6',R,R,62,72,N,N,N,Normal,50,50,45,45,65,50,50,45,45,65,50,50,45,45,65,50,50,50,45,70,65,60,30,40,25,25,45,60,65,385,76,22,1,8,33,0,6,5,0,63,3.39,7,3,114,100,21,17,16,4,4,12,9,0,0,0,0,0.9,0.0
31652,RF,RANDY RUIZ,TOR,MLB,24,6' 3',L,L,64,72,L,H,H,Normal,55,55,55,55,55,50,50,55,55,55,55,55,55,55,55,55,55,55,55,65,20,20,25,45,20,55,60,30,30,492,76,23,3,18,38,1,5,5,2,127,3.72,5,0,139,0,0,198,192,42,35,21,12,29,6,47,1,0.0,5.0
30613,3B,ALAN SALERNO,SEA,MLB,32,5' 9',R,R,72,72,L,N,N,Iron Man,50,40,50,80,75,50,45,55,80,80,50,40,50,80,75,50,40,50,80,75,20,20,50,70,65,35,20,35,25,559,112,20,1,22,92,2,2,3,0,84,5.21,0,0,147,0,0,257,240,60,52,32,24,18,8,21,5,0.0,0.0
34415,3B,SANTIAGO SEPEDA,PIT,MLB,26,6' 0',R,R,55,72,N,H,H,Normal,50,55,50,45,55,50,55,50,45,55,50,55,50,45,55,50,60,65,45,60,20,20,65,70,55,40,35,45,80,319,55,21,1,7,32,0,2,1,0,50,3.48,0,1,93,0,0,160,149,29,25,13,7,11,7,22,7,0.0,0.0
33999,1B,THEO SOUZA,HOU,MLB,26,6' 4',S,R,68,72,N,N,H,Normal,50,50,55,50,70,50,50,55,50,70,50,50,55,50,70,55,50,60,50,70,20,20,40,40,60,40,40,55,60,182,34,13,1,3,21,0,2,2,0,33,3.60,1,1,11,0,0,1,1,0,0,0,0,2,0,1,0,0.0,0.0
35207,LF,KEISABURO TAKETA,NYY,MLB,25,6' 1',L,L,72,72,N,H,N,Fragile,60,80,35,45,75,55,80,30,45,70,60,80,35,50,75,60,80,35,45,75,20,20,55,35,20,65,70,70,80,464,83,27,5,6,33,4,7,1,0,69,3.42,45,10,115,0,0,153,150,37,34,16,10,27,9,42,4,0.0,-1.5
32285,DH,HECTOR ALANIZ,BAL,MLB,29,6' 2',R,L,67,71,L,N,N,Durable,65,55,65,50,45,70,55,75,55,45,65,50,65,50,45,80,60,80,55,50,20,20,20,30,20,35,20,25,25,620,106,27,3,33,60,5,10,3,0,183,3.82,1,0,10,0,0,8,7,3,2,2,1,4,0,9,0,0.0,1.2
41105,LF,RALPH BOS,DET,MLB,25,6' 2',L,L,71,71,N,H,H,Normal,60,65,55,45,60,55,55,50,45,50,60,65,55,50,65,60,65,55,45,65,20,20,25,40,20,45,65,65,55,249,35,18,4,11,24,3,0,2,0,49,3.59,12,3,30,0,0,19,19,4,2,4,2,3,0,6,0,0.0,-0.5
37026,LF,LEON DAVIES,DET,MLB,26,5' 9',S,R,49,71,L,N,N,Normal,65,50,45,45,50,65,50,45,45,55,65,50,45,45,50,70,55,65,45,55,20,20,40,45,30,60,60,70,75,363,65,14,5,4,22,1,1,1,0,81,3.52,31,6,61,0,0,75,75,14,13,17,10,18,5,26,1,0.0,-1.0
35419,2B,RICHARD DIMOND,KCM,MLB,25,6' 0',L,R,71,71,N,N,N,Normal,50,55,60,60,55,50,50,55,55,55,50,55,60,65,55,50,55,60,60,55,20,20,70,70,50,45,65,60,55,453,65,25,3,10,58,6,2,4,0,105,4.00,0,1,153,0,0,269,246,50,37,32,15,38,10,49,12,0.0,0.0
36480,C,SYLVESTER OKOTIE,CLE,MLB,25,6' 1',R,R,63,71,N,N,H,Normal,55,50,50,55,50,55,50,50,55,50,55,50,50,55,50,55,55,55,55,50,55,65,55,55,50,30,35,45,45,239,43,9,1,4,26,0,6,4,1,60,3.70,0,1,71,67,17,18,18,4,4,5,4,1,0,0,0,-5.4,0.0
